name,platform,release_date,score,user_score,developer,genre,critics,users
Borderlands: Game of the Year Edition,PlayStation4,3-Apr-19,76.0,6.4,Take-TwoInteractive,"Miscellaneous,Compilation",10.0,55.0
Overwhelm,Switch,4-Apr-19,74.0,5.3,RuariO'Sullivan,"Action Adventure,Open-World",9.0,4.0
Super Dragon Ball Heroes: World Mission,Switch,5-Apr-19,69.0,7.5,"DimpsCorporation,SafariGames","Strategy,Turn-Based,Card Battle",31.0,36.0
Phoenix Wright: Ace Attorney Trilogy,Switch,9-Apr-19,81.0,8.2,Capcom,"Miscellaneous,Compilation",27.0,64.0
Phoenix Wright: Ace Attorney Trilogy,PC,9-Apr-19,80.0,8.6,Capcom,"Miscellaneous,Compilation",10.0,33.0
Phoenix Wright: Ace Attorney Trilogy,XboxOne,9-Apr-19,80.0,7.3,Capcom,"Miscellaneous,Compilation",12.0,19.0
Phoenix Wright: Ace Attorney Trilogy,PlayStation4,9-Apr-19,80.0,7.6,Capcom,"Miscellaneous,Compilation",24.0,44.0
Vacation Simulator,PC,9-Apr-19,77.0,5.7,OwlchemyLabs,"Action,Simulation,General,Virtual,Virtual Life",7.0,9.0
Vaporum,PlayStation4,9-Apr-19,73.0,4.2,FatbotGames,"Role-Playing,Action RPG",11.0,13.0
Zanki Zero: Last Beginning,PlayStation4,9-Apr-19,72.0,5.9,SpikeChunsoft,"Role-Playing,General",26.0,31.0
Falcon Age,PlayStation4,9-Apr-19,70.0,5.8,OuterloopGames,"Action Adventure,General",26.0,21.0
Dangerous Driving,XboxOne,9-Apr-19,65.0,5,ThreeFieldsEntertainment,"Racing,Arcade,Automobile",16.0,22.0
Silence,Switch,10-Apr-19,75.0,7.4,DaedalicEntertainment,"Adventure,General",12.0,9.0
Vaporum,XboxOne,10-Apr-19,66.0,7.3,MergeGames,"Role-Playing,Action RPG",8.0,6.0
Hellblade: Senua's Sacrifice,Switch,11-Apr-19,80.0,7.4,"NinjaTheory,QLOC","Action Adventure,General",18.0,129.0
Earth Defense Force: Iron Rain,PlayStation4,11-Apr-19,69.0,5.3,Yuke's,"Action,Shooter,Third-Person,Arcade",49.0,41.0
Pathway,PC,11-Apr-19,68.0,6.4,Robotality,"Strategy,Turn-Based,Tactics",15.0,24.0
Weedcraft Inc,PC,11-Apr-19,67.0,6.9,VileMonarch,"Strategy,Management,Business / Tycoon",25.0,35.0
Giga Wrecker Alt.,PlayStation4,12-Apr-19,67.0,1.6,GameFreak,"Action,Platformer,2D",11.0,5.0
Giga Wrecker Alt.,Switch,12-Apr-19,67.0,4,GameFreak,"Action,Platformer,2D",17.0,6.0
One Finger Death Punch 2,PC,15-Apr-19,83.0,8.1,SilverDollarGames,"Action,General",9.0,17.0
Final Fantasy X / X-2 HD Remaster,XboxOne,16-Apr-19,85.0,6.6,Virtuos,"Miscellaneous,Compilation",7.0,34.0
Final Fantasy X / X-2 HD Remaster,Switch,16-Apr-19,85.0,7.7,SquareEnix,"Miscellaneous,Compilation",27.0,112.0
Anno 1800,PC,16-Apr-19,81.0,7.9,BlueByte,"Strategy,Management,Government",49.0,335.0
Ghost Giant,PlayStation4,16-Apr-19,80.0,7.1,Zoink!,"Adventure,General",32.0,40.0
Heaven's Vault,PC,16-Apr-19,76.0,5.3,inkle,"Adventure,General",21.0,23.0
My Time At Portia,PlayStation4,16-Apr-19,75.0,5,PatheaGames,"Simulation,Virtual,Virtual Life",12.0,38.0
My Time At Portia,XboxOne,16-Apr-19,73.0,6.6,PatheaGames,"Simulation,Virtual,Virtual Life",11.0,13.0
World War Z,XboxOne,16-Apr-19,73.0,5.6,SaberInteractive,"Action,Shooter,First-Person,Tactical",17.0,154.0
My Time At Portia,Switch,16-Apr-19,71.0,5,PatheaGames,"Simulation,Virtual,Virtual Life",18.0,55.0
Heaven's Vault,PlayStation4,16-Apr-19,71.0,4,inkle,"Adventure,General",8.0,10.0
World War Z,PC,16-Apr-19,70.0,5.9,SaberInteractive,"Action,Shooter,First-Person,Tactical",25.0,407.0
World War Z,PlayStation4,16-Apr-19,67.0,6.2,SaberInteractive,"Action,Shooter,First-Person,Tactical",32.0,405.0
Cuphead,Switch,17-Apr-19,87.0,8.3,StudioMDHR,"Action,Platformer,2D",40.0,351.0
Katana ZERO,Switch,17-Apr-19,83.0,8.7,Askiisoft,"Action,Platformer,2D",37.0,184.0
Whispers of a Machine,PC,17-Apr-19,77.0,7.5,ClifftopGames,"Adventure,Point-and-Click",17.0,48.0
Snooker 19,XboxOne,17-Apr-19,70.0,5.4,Lab42,"Sports,Individual,Billiards",8.0,7.0
Katana ZERO,PC,18-Apr-19,83.0,8.9,Askiisoft,"Action,Platformer,2D",27.0,373.0
God's Trigger,XboxOne,18-Apr-19,79.0,7.9,"Techland,ONEMORELEVEL","Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",7.0,30.0
Forager,PC,18-Apr-19,78.0,7.6,HopFrog,"Action Adventure,General",13.0,65.0
God's Trigger,PC,18-Apr-19,75.0,8.2,ONEMORELEVEL,"Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",7.0,58.0
God's Trigger,PlayStation4,18-Apr-19,71.0,7.5,"Techland,ONEMORELEVEL","Action,Action Adventure,Shooter,Linear,Shoot-'Em-Up,Top-Down",15.0,33.0
Mortal Kombat 11,XboxOne,23-Apr-19,86.0,3.3,NetherRealmStudios,"Action,Fighting,2D",26.0,461.0
Mortal Kombat 11,PC,23-Apr-19,82.0,3,NetherRealmStudios,"Action,Fighting,2D",12.0,625.0
Mortal Kombat 11,PlayStation4,23-Apr-19,82.0,3.6,NetherRealmStudios,"Action,Fighting,2D",85.0,2020.0
Mortal Kombat 11,Switch,23-Apr-19,78.0,3.9,"NetherRealmStudios,ShiverGames","Action,Fighting,2D",13.0,332.0
Dragon's Dogma: Dark Arisen,Switch,23-Apr-19,78.0,8.4,Capcom,"Role-Playing,Action RPG",39.0,102.0
Yuppie Psycho,PC,25-Apr-19,81.0,8,BaroqueDecay,"Action Adventure,General",15.0,44.0
Cytus Alpha,Switch,25-Apr-19,81.0,8,RayarkInc.,"Action,Rhythm,Music",7.0,10.0
SteamWorld Quest: Hand of Gilgamech,Switch,25-Apr-19,81.0,7.6,Image&Form,"Strategy,Action Adventure,Turn-Based,General,Card Battle",53.0,67.0
Imperator: Rome,PC,25-Apr-19,76.0,4.7,ParadoxDevelopmentStudio,"Strategy,Real-Time,General",31.0,185.0
Dark Devotion,PC,25-Apr-19,72.0,7.4,HibernianWorkshop,"Action Adventure,General",19.0,36.0
BoxBoy! + BoxGirl!,Switch,26-Apr-19,81.0,7.9,HALLabs,"Puzzle,Action",41.0,36.0
Days Gone,PlayStation4,26-Apr-19,71.0,8.2,SonyBend,"Action Adventure,Open-World",109.0,6993.0
Super Blood Hockey,Switch,26-Apr-19,65.0,5.3,"LorenLemcke,KittehfaceSoftware","Sports,Team,Ice Hockey,Arcade",7.0,8.0
MORDHAU,PC,29-Apr-19,81.0,8,Triternion,"Strategy,Real-Time,MOBA",21.0,203.0
Fell Seal: Arbiter's Mark,PlayStation4,30-Apr-19,86.0,6.3,1CEntertainment,"Strategy,Turn-Based,General,Tactics",7.0,31.0
Final Fantasy XII: The Zodiac Age,Switch,30-Apr-19,85.0,8.6,SquareEnix,"Role-Playing,Japanese-Style",30.0,119.0
Duck Game,Switch,1-May-19,83.0,7.9,LandonPodbielski,"Action,General",9.0,32.0
VA-11 Hall-A: Cyberpunk Bartender Action,PlayStation4,2-May-19,85.0,6.3,SukebanGames,"Simulation,General",7.0,32.0
VA-11 Hall-A: Cyberpunk Bartender Action,Switch,2-May-19,84.0,8.2,SukebanGames,"Simulation,General",22.0,56.0
World End Syndrome,Switch,2-May-19,79.0,8.1,"ArcSystemWorks,TOYBOX","Adventure,Visual Novel",9.0,23.0
The Swords of Ditto: Mormo's Curse,Switch,2-May-19,76.0,6.9,OneBitBeyond,"Role-Playing,Action RPG",12.0,26.0
Descenders,PC,7-May-19,78.0,6.8,RageSquid,"Racing,Arcade,Automobile",7.0,24.0
Shakedown Hawaii,PlayStation4,7-May-19,78.0,5,VblankEntertainmentInc.,"Action Adventure,Open-World",10.0,31.0
Shakedown Hawaii,Switch,7-May-19,75.0,7.3,VblankEntertainmentInc.,"Action Adventure,Open-World",12.0,39.0
Puyo Puyo Champions,Switch,7-May-19,74.0,6.5,Sega,"Puzzle,Matching",10.0,13.0
Shakedown Hawaii,PC,7-May-19,71.0,4.6,VblankEntertainmentInc.,"Action Adventure,Open-World",7.0,19.0
Yakuza Kiwami 2,PC,9-May-19,82.0,8.4,RyugaGotokuStudios,"Action Adventure,Open-World",20.0,86.0
Life is Strange 2: Episode 3 - Wastelands,PC,9-May-19,78.0,6.1,DONTNODEntertainment,"Action Adventure,General",9.0,52.0
For the King,Switch,9-May-19,77.0,6.6,IronOakGames,"Role-Playing,Roguelike",7.0,22.0
Life is Strange 2: Episode 3 - Wastelands,PlayStation4,9-May-19,75.0,5.3,DONTNODEntertainment,"Action Adventure,General",23.0,55.0
Life is Strange 2: Episode 3 - Wastelands,XboxOne,9-May-19,73.0,6,DONTNODEntertainment,"Action Adventure,General",7.0,26.0
Blazing Beaks,Switch,10-May-19,80.0,7.9,Applava,"Action,Shooter,Shoot-'Em-Up,Top-Down",9.0,20.0
Saints Row: The Third - The Full Package,Switch,10-May-19,70.0,5.8,"Fishlabs,DeepSilver","Action Adventure,Open-World",29.0,46.0
Nintendo Labo: Toycon 04 VR Kit,Switch,12-May-19,71.0,6.5,Nintendo,"Action,General",14.0,60.0
A Plague Tale: Innocence,PC,13-May-19,81.0,8.5,AsoboStudio,"Action Adventure,General,Linear",33.0,887.0
RAGE 2,PC,13-May-19,73.0,5.5,"idSoftware,AvalancheStudios","Action,Shooter,First-Person,Arcade",55.0,715.0
A Plague Tale: Innocence,XboxOne,14-May-19,83.0,8.4,AsoboStudio,"Action Adventure,General,Linear",22.0,312.0
A Plague Tale: Innocence,PlayStation4,14-May-19,81.0,8.5,AsoboStudio,"Action Adventure,General,Linear",61.0,861.0
Darkwood,PlayStation4,14-May-19,80.0,7.7,AcidWizardStudio,"Action Adventure,Survival",25.0,40.0
Rock of Ages 2: Bigger & Boulder,Switch,14-May-19,75.0,7.9,ACETeam,"Action,General",9.0,10.0
Sniper Elite V2 Remastered,XboxOne,14-May-19,73.0,5.9,Rebellion,"Action,Shooter,Third-Person,Tactical",14.0,13.0
RAGE 2,XboxOne,14-May-19,72.0,6,"idSoftware,AvalancheStudios","Action,Shooter,First-Person,Arcade",21.0,194.0
Redout,Switch,14-May-19,70.0,7.1,34BigThings,"Racing,Arcade,Futuristic",8.0,18.0
RAGE 2,PlayStation4,14-May-19,67.0,5.8,"idSoftware,AvalancheStudios","Action,Shooter,First-Person,Arcade",43.0,559.0
Sniper Elite V2 Remastered,PlayStation4,14-May-19,65.0,4,Rebellion,"Action,Shooter,Third-Person,Tactical",11.0,21.0
Druidstone: The Secret of the Menhir Forest,PC,15-May-19,79.0,7.2,CtrlAltNinjaLtd.,"Role-Playing,Western-Style",9.0,24.0
Irony Curtain: From Matryoshka with Love,PC,16-May-19,81.0,7.9,ArtifexMundi,"Adventure,General",11.0,29.0
Castlevania Anniversary Collection,Switch,16-May-19,81.0,8.3,"Konami,M2","Miscellaneous,Compilation",17.0,39.0
Castlevania Anniversary Collection,XboxOne,16-May-19,80.0,7.5,"Konami,M2","Miscellaneous,Compilation",7.0,13.0
Castlevania Anniversary Collection,PlayStation4,16-May-19,74.0,5.1,"Konami,M2","Miscellaneous,Compilation",16.0,30.0
Darkwood,Switch,16-May-19,74.0,7.8,AcidWizardStudio,"Action Adventure,Survival",12.0,31.0
Darkwood,XboxOne,17-May-19,80.0,7.8,AcidWizardStudio,"Action Adventure,Survival",10.0,8.0
Akane,Switch,17-May-19,69.0,7.4,LudicStudios,"Action,Beat-'Em-Up,2D",14.0,16.0
The Elder Scrolls Online: Elsweyr,PC,20-May-19,80.0,8,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",18.0,40.0
Slay the Spire,PlayStation4,21-May-19,88.0,6.7,MegaCritGames,"Strategy,Turn-Based,Card Battle",7.0,69.0
Dauntless,XboxOne,21-May-19,82.0,4.6,PhoenixLabs,"Role-Playing,Action RPG",7.0,36.0
Resident Evil 4,Switch,21-May-19,80.0,8.7,Capcom,"Action Adventure,Survival",22.0,120.0
Dauntless,PlayStation4,21-May-19,80.0,3.9,PhoenixLabs,"Role-Playing,Action RPG",13.0,119.0
Resident Evil,Switch,21-May-19,80.0,8.6,Capcom,"Action Adventure,Survival",18.0,47.0
Observation,PC,21-May-19,79.0,7.3,NoCode,"Adventure,General",29.0,152.0
Atelier Lulua: The Scion of Arland,Switch,21-May-19,78.0,7.5,KoeiTecmoGames,"Role-Playing,Japanese-Style",12.0,21.0
Dauntless,PC,21-May-19,78.0,5.3,PhoenixLabs,"Role-Playing,Action RPG",15.0,215.0
Atelier Lulua: The Scion of Arland,PlayStation4,21-May-19,78.0,6.6,KoeiTecmoGames,"Role-Playing,Japanese-Style",22.0,28.0
Observation,PlayStation4,21-May-19,75.0,6.3,NoCode,"Adventure,General",45.0,64.0
Everybody's Golf VR,PlayStation4,21-May-19,74.0,7.8,ClapHanz,"Sports,Individual,Golf,Arcade",35.0,68.0
Team Sonic Racing,XboxOne,21-May-19,73.0,7.3,SumoDigital,"Racing,Arcade,Automobile",13.0,67.0
Team Sonic Racing,PlayStation4,21-May-19,72.0,7.5,SumoDigital,"Racing,Arcade,Automobile",76.0,195.0
Team Sonic Racing,Switch,21-May-19,71.0,7.2,SumoDigital,"Racing,Arcade,Automobile",18.0,129.0
Resident Evil 0,Switch,21-May-19,70.0,7.7,Capcom,"Action Adventure,Survival",17.0,26.0
American Fugitive,PC,21-May-19,66.0,6.6,FallenTreeGames,"Action Adventure,Sandbox,Open-World",8.0,19.0
American Fugitive,PlayStation4,21-May-19,66.0,5.5,FallenTreeGames,"Action Adventure,Sandbox,Open-World",9.0,17.0
Total War: Three Kingdoms,PC,23-May-19,85.0,7.8,CreativeAssembly,"Strategy,Real-Time,General",64.0,317.0
American Fugitive,XboxOne,24-May-19,68.0,6.3,FallenTreeGames,"Action Adventure,Sandbox,Open-World",8.0,7.0
Banner of the Maid,PC,27-May-19,69.0,7.9,CE-Asia,"Strategy,Turn-Based,Tactics",8.0,9.0
Void Bastards,PC,28-May-19,81.0,7.4,BlueManchu,"Action,Shooter,First-Person,Arcade",27.0,71.0
SpellForce 3: Soul Harvest,PC,28-May-19,80.0,8.6,GrimloreGames,"Strategy,Real-Time,Tactics",7.0,29.0
Five Nights at Freddy's VR: Help Wanted,PlayStation4,28-May-19,80.0,7.9,"SteelWoolGames,Inc.,SteelWoolGames","Action Adventure,Survival",10.0,74.0
Blood & Truth,PlayStation4,28-May-19,80.0,7.9,SCEELondonStudio,"Action,Shooter,Light Gun",70.0,238.0
Brothers: A Tale of Two Sons,Switch,28-May-19,79.0,8.4,TurnMeUpGames,"Action Adventure,Linear",18.0,21.0
Crystal Crisis,Switch,28-May-19,79.0,7.5,Nicalis,"Puzzle,Stacking",14.0,12.0
Unruly Heroes,PlayStation4,28-May-19,75.0,6.7,MagicDesignStudios,"Action,Platformer,2D",15.0,19.0
Lapis x Labyrinth,PlayStation4,28-May-19,74.0,4.4,NipponIchiSoftware,"Role-Playing,Action RPG",7.0,11.0
Layers of Fear 2,PC,28-May-19,70.0,6.2,BlooberTeam,"Action Adventure,Survival",46.0,132.0
Pathologic 2,PC,28-May-19,69.0,8.7,"Ice-PickLodge,tinyBuild","Action Adventure,Survival",27.0,214.0
Layers of Fear 2,PlayStation4,28-May-19,68.0,6.2,BlooberTeam,"Action Adventure,Survival",15.0,57.0
Lapis x Labyrinth,Switch,28-May-19,68.0,6.5,NipponIchiSoftware,"Role-Playing,Action RPG",13.0,11.0
Vectronom,Switch,29-May-19,82.0,8.2,LudopiumGmbH,"Puzzle,General",12.0,6.0
Assetto Corsa Competizione,PC,29-May-19,77.0,6.8,KunosSimulazioni,"Racing,Simulation,Automobile",22.0,63.0
Void Bastards,XboxOne,29-May-19,75.0,7.6,BlueManchu,"Action,Shooter,First-Person,Arcade",19.0,39.0
Cricket 19,PlayStation4,29-May-19,73.0,8,BigAntStudios,"Sports,Team,Cricket",13.0,39.0
Draugen,PC,29-May-19,73.0,6.8,RedThreadGames,"Horror,Action Adventure,Adventure,3D,Survival,First-Person",32.0,87.0
Outer Wilds,PC,30-May-19,85.0,8,"MobiusDigital,LLC","Action Adventure,Open-World",29.0,378.0
Outer Wilds,XboxOne,30-May-19,85.0,7.7,"MobiusDigital,LLC","Action Adventure,Open-World",17.0,150.0
Gato Roboto,PC,30-May-19,79.0,7.2,Doinksoft,"Action,Platformer,2D",11.0,23.0
Super Cane Magic ZERO,PlayStation4,30-May-19,77.0,5.2,STUDIOEVIL,"Role-Playing,Japanese-Style",8.0,10.0
Gato Roboto,Switch,30-May-19,72.0,7.1,Doinksoft,"Action,Platformer,2D",25.0,43.0
Trover Saves the Universe,PlayStation4,31-May-19,76.0,8,SquanchGames,"Action,General",35.0,89.0
Warhammer: Chaosbane,XboxOne,31-May-19,73.0,5.6,GamesWorkshop,"Role-Playing,Action RPG",11.0,18.0
Warhammer: Chaosbane,PC,31-May-19,69.0,5,GamesWorkshop,"Role-Playing,Action RPG",31.0,96.0
Timespinner,Switch,4-Jun-19,84.0,7.3,LunarRayGames,"Action,Platformer,2D",10.0,29.0
Trover Saves the Universe,PC,4-Jun-19,80.0,7.5,SquanchGames,"Action,General",7.0,22.0
The Legend of Heroes: Trails of Cold Steel II,PlayStation4,4-Jun-19,78.0,8.4,Falcom,"Role-Playing,Japanese-Style",22.0,111.0
The Elder Scrolls Online: Elsweyr,PlayStation4,4-Jun-19,74.0,4.9,ZeniMaxMedia,"Role-Playing,Massively Multiplayer",7.0,14.0
Effie,PlayStation4,4-Jun-19,68.0,6.8,"FactoriaCulturalGestio,S.L.","Action,Platformer,3D",17.0,25.0
Slay the Spire,Switch,6-Jun-19,85.0,8.2,MegaCritGames,"Strategy,Turn-Based,Card Battle",13.0,65.0
MotoGP 19,PlayStation4,6-Jun-19,76.0,7.6,MilestoneS.r.l,"Racing,Simulation,Automobile",25.0,36.0
MotoGP 19,XboxOne,6-Jun-19,75.0,7.4,MilestoneS.r.l,"Racing,Simulation,Automobile",9.0,11.0
Octopath Traveler,PC,7-Jun-19,80.0,6.5,SquareEnix,"Role-Playing,Japanese-Style",23.0,107.0
Riverbond,XboxOne,9-Jun-19,67.0,5.7,Cococucumber,"Action,General",9.0,15.0
Riverbond,PlayStation4,9-Jun-19,66.0,5.3,Cococucumber,"Action,General",8.0,10.0
Collection of Mana,Switch,11-Jun-19,83.0,8.2,M2,"Miscellaneous,Compilation",23.0,40.0
Contra Anniversary Collection,Switch,11-Jun-19,81.0,7,Konami,"Miscellaneous,Compilation",10.0,26.0
Dragon Star Varnir,PlayStation4,11-Jun-19,75.0,7,CompileHeart,"Role-Playing,Action Adventure,General,Japanese-Style",15.0,33.0
Contra Anniversary Collection,PlayStation4,11-Jun-19,74.0,5.9,"Konami,M2","Miscellaneous,Compilation",14.0,27.0
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,13-Jun-19,85.0,8.1,BraceYourselfGames,"Action,Rhythm,Music",65.0,284.0
Forza Horizon 4: LEGO Speed Champions,XboxOne,13-Jun-19,77.0,5.5,PlaygroundGames,"Racing,Simulation,Automobile",7.0,54.0
Bloodstained: Ritual of the Night,XboxOne,18-Jun-19,84.0,7.9,ArtPlay,"Action,Platformer,2D,Role-Playing,Action RPG",11.0,105.0
Bloodstained: Ritual of the Night,PC,18-Jun-19,83.0,8.4,ArtPlay,"Action,Role-Playing,Platformer,Action RPG,2D",26.0,322.0
Bloodstained: Ritual of the Night,PlayStation4,18-Jun-19,83.0,8.4,ArtPlay,"Action,Platformer,2D,Role-Playing,Action RPG",54.0,456.0
They Are Billions,PC,18-Jun-19,77.0,6.5,NumantianGames,"Strategy,Real-Time,Defense",12.0,119.0
Mini-Mech Mayhem,PlayStation4,18-Jun-19,67.0,5.5,FuturLab,"Action,General",12.0,14.0
Leisure Suit Larry: Wet Dreams Don't Dry,PlayStation4,19-Jun-19,71.0,6.9,CrazyBunch,"Adventure,Point-and-Click",7.0,21.0
AMID EVIL,PC,20-Jun-19,85.0,7.1,Indefatigable,"Action Adventure,General",9.0,64.0
My Friend Pedro,PC,20-Jun-19,81.0,8,DeadToastEntertainment,"Action,Platformer,2D",30.0,197.0
Crash Team Racing: Nitro-Fueled,Switch,20-Jun-19,80.0,6.4,Beenox,"Racing,Arcade,Automobile",18.0,237.0
My Friend Pedro,Switch,20-Jun-19,78.0,7.8,DeadToastEntertainment,"Action,Platformer,2D",49.0,106.0
Steel Division 2,PC,20-Jun-19,73.0,7.2,EugenSystems,"Strategy,Real-Time,Tactics",17.0,46.0
Muse Dash,Switch,20-Jun-19,73.0,6.4,PeroPeroGames,"Action,Rhythm,Shooter,Music,Shoot-'Em-Up,Horizontal",11.0,22.0
Crash Team Racing: Nitro-Fueled,XboxOne,21-Jun-19,84.0,6.1,Beenox,"Racing,Arcade,Automobile",18.0,164.0
Crash Team Racing: Nitro-Fueled,PlayStation4,21-Jun-19,83.0,6.9,Beenox,"Racing,Arcade,Automobile",75.0,699.0
Judgment,PlayStation4,21-Jun-19,80.0,8.4,RyugaGotokuStudios,"Action Adventure,General,Open-World",83.0,335.0
Heavy Rain,PC,24-Jun-19,75.0,7.4,"QuanticDream,Virtuos","Adventure,3D,Third-Person",11.0,217.0
Devil May Cry,Switch,24-Jun-19,74.0,8.3,Capcom,"Action Adventure,Linear",11.0,70.0
F1 2019,XboxOne,25-Jun-19,89.0,6.8,Codemasters,"Racing,Simulation,Automobile",15.0,48.0
F1 2019,PlayStation4,25-Jun-19,84.0,7.6,Codemasters,"Racing,Simulation,Automobile",43.0,96.0
Samurai Shodown,PlayStation4,25-Jun-19,81.0,7.8,SNKCorporation,"Action,Fighting,2D",53.0,74.0
Samurai Shodown,XboxOne,25-Jun-19,78.0,7.1,SNKCorporation,"Action,Fighting,2D",16.0,16.0
We. The Revolution,Switch,25-Jun-19,75.0,7.4,Polyslash,"Adventure,General",10.0,10.0
Bloodstained: Ritual of the Night,Switch,25-Jun-19,74.0,5.5,ArtPlay,"Action,Role-Playing,Platformer,Action RPG,2D",17.0,214.0
The Sinking City,XboxOne,25-Jun-19,66.0,6.4,Frogwares,"Action Adventure,Survival",25.0,58.0
F1 2019,PC,27-Jun-19,87.0,7.2,Codemasters,"Racing,Simulation,Automobile",9.0,52.0
Sega Ages: Virtua Racing,Switch,27-Jun-19,82.0,8.2,"SegaAM2,M2","Racing,Arcade,Automobile",7.0,14.0
Terraria,Switch,27-Jun-19,82.0,8.6,"PipeworksSoftware,Inc.,Re-Logic","Action Adventure,Sandbox",12.0,63.0
Dandy Dungeon: Legend of Brave Yamada,Switch,27-Jun-19,78.0,8.2,"DMMGAMES,OnionGames","Puzzle,Action",14.0,13.0
The Sinking City,PC,27-Jun-19,71.0,5.8,Frogwares,"Horror,Action Adventure,Survival",47.0,204.0
Irony Curtain: From Matryoshka with Love,Switch,27-Jun-19,69.0,7,ArtifexMundi,"Adventure,General",8.0,8.0
Graveyard Keeper,Switch,27-Jun-19,65.0,5.8,LazyBearGames,"Simulation,Action Adventure,Virtual,Open-World,Career",7.0,21.0
Super Mario Maker 2,Switch,28-Jun-19,88.0,8.5,Nintendo,"Action,Platformer,2D",98.0,751.0
They Are Billions,XboxOne,1-Jul-19,73.0,5.9,NumantianGames,"Strategy,Real-Time,Defense",14.0,7.0
They Are Billions,PlayStation4,1-Jul-19,72.0,5.3,NumantianGames,"Strategy,Real-Time,Defense",19.0,15.0
Final Fantasy XIV: Shadowbringers,PlayStation4,2-Jul-19,91.0,8.4,SquareEnix,"Role-Playing,Massively Multiplayer",18.0,276.0
Final Fantasy XIV: Shadowbringers,PC,2-Jul-19,90.0,9,SquareEnix,"Role-Playing,Massively Multiplayer",25.0,631.0
Red Faction: Guerrilla Re-Mars-tered,Switch,2-Jul-19,72.0,6.7,"VolitionInc.,Kaiko","Action,Shooter,Third-Person,Arcade",28.0,15.0
What Remains of Edith Finch,Switch,4-Jul-19,88.0,7.8,GiantSparrow,"Adventure,3D,First-Person",7.0,82.0
Stranger Things 3: The Game,XboxOne,4-Jul-19,72.0,4.7,BonusXP,"Action Adventure,General",10.0,6.0
Attack on Titan 2: Final Battle,PlayStation4,5-Jul-19,75.0,5.1,OmegaForce,"Action,General",17.0,17.0
Attack on Titan 2: Final Battle,XboxOne,5-Jul-19,74.0,4.8,OmegaForce,"Action,General",7.0,6.0
Sea of Solitude,XboxOne,5-Jul-19,72.0,6.5,Jo-MeiGames,"Adventure,3D,Third-Person",20.0,25.0
Sea of Solitude,PlayStation4,5-Jul-19,69.0,6.3,Jo-MeiGames,"Adventure,3D,Third-Person",46.0,57.0
Sairento VR,PlayStation4,10-Jul-19,82.0,6.5,MixedRealmsPteLtd,"Action,Shooter,Light Gun",17.0,24.0
Blazing Chrome,XboxOne,11-Jul-19,82.0,7.8,"JoyMasher,SeavenStudio","Action,Platformer,2D",8.0,22.0
Blazing Chrome,Switch,11-Jul-19,79.0,8,"JoyMasher,SeavenStudio","Action,Platformer,2D",15.0,23.0
Blazing Chrome,PC,11-Jul-19,79.0,7.2,JoyMasher,"Action,Platformer,2D",14.0,32.0
Nelly Cootalot: The Fowl Fleet,Switch,11-Jul-19,78.0,8,ApplicationSystemsHeidelberg,"Adventure,Point-and-Click",7.0,4.0
Tiny Metal: Full Metal Rumble,Switch,11-Jul-19,77.0,7.5,AREA35,"Strategy,Turn-Based,Tactics",10.0,18.0
Blazing Chrome,PlayStation4,11-Jul-19,76.0,7.6,JoyMasher,"Action,Platformer,2D",17.0,25.0
Field of Glory: Empires,PC,11-Jul-19,76.0,7.4,AGEOD,"Strategy,Turn-Based,4X",11.0,14.0
Defector,PC,11-Jul-19,75.0,3.2,TwistedPixelGames,"Action Adventure,Linear",13.0,6.0
Dragon Quest Builders 2,PlayStation4,12-Jul-19,86.0,7.7,"OmegaForce,SquareEnix","Role-Playing,General,Action Adventure,Sandbox",63.0,95.0
Dragon Quest Builders 2,Switch,12-Jul-19,85.0,8.3,SquareEnix,"Role-Playing,General,Action Adventure,Sandbox",27.0,159.0
God Eater 3,Switch,12-Jul-19,74.0,7.2,"BandaiNamcoGames,MarvelousFirstStudio","Role-Playing,Action RPG",13.0,31.0
198X,PlayStation4,16-Jul-19,74.0,5.9,Hi-BitStudios,"Action,Miscellaneous,Platformer,Party / Minigame,2D",7.0,15.0
Night Call,PC,17-Jul-19,68.0,5.3,"RawFury,BlackMuffinStudio,MonkeyMoon","Adventure,General",24.0,19.0
Horace,PC,18-Jul-19,81.0,7,PaulHelman,"Adventure,General",9.0,40.0
Etherborn,PlayStation4,18-Jul-19,75.0,7.5,AlteredMatter,"Adventure,3D,First-Person,Third-Person",15.0,17.0
Etherborn,XboxOne,18-Jul-19,71.0,8,AlteredMatter,"Adventure,3D,First-Person,Third-Person",10.0,9.0
Nowhere Prophet,PC,19-Jul-19,73.0,6.1,SharkbombStudios,"Strategy,Turn-Based,Card Battle",8.0,28.0
Marvel Ultimate Alliance 3: The Black Order,Switch,19-Jul-19,73.0,7.3,TeamNinja,"Role-Playing,Action RPG",82.0,336.0
Redeemer: Enhanced Edition,PlayStation4,19-Jul-19,67.0,7.2,Sobaka,"Action Adventure,Linear",9.0,20.0
Redeemer: Enhanced Edition,XboxOne,19-Jul-19,66.0,7.9,Sobaka,"Action Adventure,Linear",10.0,7.0
