name,platform,release_date,score,user_score,developer,genre,critics,users
Beyond: Two Souls,PC,22-Jul-19,76.0,7.8,QuanticDream,"Adventure,3D,Third-Person",14.0,176.0
Rise: Race The Future,Switch,22-Jul-19,72.0,5.7,VD-DEV,"Racing,Arcade,Futuristic",8.0,11.0
Tetris Effect,PC,23-Jul-19,90.0,6.6,EnhanceGames,"Puzzle,Stacking",11.0,96.0
Wargroove,PlayStation4,23-Jul-19,84.0,5.7,Chucklefish,"Strategy,Turn-Based,Tactics",11.0,42.0
Pawarumi,Switch,24-Jul-19,77.0,7.7,Manufacture43,"Action,Shooter,Shoot-'Em-Up,Vertical",15.0,10.0
Songbird Symphony,Switch,25-Jul-19,81.0,7.8,JoysteakStudios,"Action,Platformer,2D",8.0,11.0
Fantasy Strike,Switch,25-Jul-19,76.0,7.8,SirlinGames,"Action,Fighting,2D",11.0,37.0
Fire Emblem: Three Houses,Switch,26-Jul-19,89.0,8.7,"IntelligentSystems,KoeiTecmoGames","Strategy,Turn-Based,Tactics",102.0,2276.0
Wolfenstein: Youngblood,PC,26-Jul-19,69.0,2.3,MachineGames,"Action,Shooter,First-Person,Arcade",50.0,816.0
Wolfenstein: Youngblood,XboxOne,26-Jul-19,68.0,2.3,MachineGames,"Action,Shooter,First-Person,Arcade",23.0,204.0
Kill la Kill: IF,PlayStation4,26-Jul-19,68.0,6.3,"StudioTRIGGER,Aplus","Action Adventure,General,Action,Fighting,3D",22.0,50.0
Wolfenstein: Youngblood,Switch,26-Jul-19,66.0,3.5,"PanicButton,MachineGames","Action,Shooter,First-Person,Arcade",11.0,111.0
Kill la Kill: IF,Switch,26-Jul-19,65.0,6.8,"StudioTRIGGER,Aplus","Action Adventure,General,Action,Fighting,3D",14.0,33.0
A Short Hike,PC,30-Jul-19,80.0,8.4,adamgryu,"Adventure,General",8.0,77.0
Madden NFL 20,XboxOne,30-Jul-19,79.0,1.9,"ElectronicArts,EATiburon","Action,Sports,General,Team,Football,Sim",22.0,115.0
Forager,Switch,30-Jul-19,78.0,6.9,HopFrog,"Action Adventure,General",10.0,16.0
The Blackout Club,PlayStation4,30-Jul-19,72.0,6.6,Question,"Action Adventure,Survival",14.0,17.0
Mutant Year Zero: Road to Eden - Seed of Evil,PC,30-Jul-19,71.0,6.3,TheBeardedLadiesConsulting,"Strategy,Turn-Based,Tactics",8.0,19.0
Mutant Year Zero: Road to Eden - Deluxe Edition,Switch,30-Jul-19,71.0,4.9,"HighVoltageSoftware,TheBeardedLadiesConsulting","Strategy,Turn-Based,Tactics",12.0,23.0
The Blackout Club,XboxOne,30-Jul-19,69.0,7.1,Question,"Action Adventure,Survival",7.0,8.0
Dry Drowning,PC,2-Aug-19,68.0,7.8,StudioV,"Adventure,Visual Novel",11.0,12.0
The Church in the Darkness,PC,2-Aug-19,65.0,7.1,ParanoidProductions,"Action Adventure,Open-World",7.0,7.0
Age of Wonders: Planetfall,XboxOne,6-Aug-19,85.0,6.5,TriumphStudios,"Strategy,Turn-Based,General",10.0,25.0
Age of Wonders: Planetfall,PC,6-Aug-19,81.0,7.5,TriumphStudios,"Strategy,Turn-Based,General",42.0,93.0
Gravity Ghost: Deluxe Edition,PlayStation4,6-Aug-19,79.0,2.7,IvyGamesLLC,"Action,General",7.0,9.0
The Angry Birds Movie 2 VR: Under Pressure,PlayStation4,6-Aug-19,70.0,7.7,XRGames,"Puzzle,Action",13.0,34.0
Metal Wolf Chaos XD,PC,6-Aug-19,65.0,5.6,"FromSoftware,GeneralArcade","Simulation,Vehicle,Combat",15.0,22.0
Gibbous -  A Cthulhu Adventure,PC,7-Aug-19,74.0,6.5,StuckInAttic,"Adventure,General",14.0,47.0
Damsel,XboxOne,7-Aug-19,66.0,4.4,ScrewtapeStudios,"Action,Platformer,2D",9.0,5.0
Pillars of Eternity: Complete Edition,Switch,8-Aug-19,82.0,2.4,RedCerberus,"Role-Playing,Western-Style",11.0,63.0
Total War: Three Kingdoms - Eight Princes,PC,8-Aug-19,67.0,4.2,CreativeAssembly,"Strategy,Real-Time,General",10.0,6.0
Eliza,PC,12-Aug-19,84.0,5.7,ZachtronicsIndustries,"Adventure,Visual Novel",7.0,21.0
Dicey Dungeons,PC,13-Aug-19,80.0,8,TerryCavanagh,"Strategy,General",16.0,25.0
Never Give Up,Switch,13-Aug-19,78.0,8,MassiveMonster,"Action,Platformer,2D",8.0,13.0
Rebel Galaxy Outlaw,PC,13-Aug-19,77.0,5.6,DoubleDamageGames,"Action Adventure,Open-World",23.0,119.0
Ancestors Legacy,PlayStation4,13-Aug-19,74.0,7.2,DestructiveCreations,"Strategy,Real-Time,General,Command",12.0,22.0
Friday The 13th: The Game - Ultimate Slasher Switch Edition,Switch,13-Aug-19,69.0,7.6,"BlackTowerStudios,NighthawkInteractive","Action Adventure,Survival",20.0,37.0
No Man's Sky Beyond,PlayStation4,14-Aug-19,83.0,8.2,HelloGames,"Action Adventure,Open-World",9.0,143.0
Vasara Collection,XboxOne,14-Aug-19,73.0,7.2,QUByteInteractive,"Miscellaneous,Compilation",7.0,10.0
Ion Fury,PC,15-Aug-19,79.0,6.9,"3DRealms,Voidpoint,LLC","Action,General,Shooter,First-Person,Arcade",29.0,271.0
Vasara Collection,Switch,15-Aug-19,74.0,7.5,QUByteInteractive,"Miscellaneous,Compilation",7.0,11.0
DARQ,PC,15-Aug-19,70.0,7.7,UnfoldGames,"Adventure,General",8.0,50.0
Grandia HD Collection,Switch,16-Aug-19,72.0,6.9,GungHo,"Role-Playing,Miscellaneous,Compilation,Japanese-Style",17.0,40.0
Here Be Dragons,PC,16-Aug-19,69.0,8,RedZeroGames,"Strategy,General",7.0,4.0
Hotline Miami Collection,Switch,19-Aug-19,82.0,7.9,Dennaton,"Miscellaneous,Compilation",21.0,23.0
Remnant: From the Ashes,PC,19-Aug-19,78.0,6.8,GunfireGames,"Action,Shooter,Third-Person,Arcade",42.0,343.0
Rad,PC,19-Aug-19,71.0,5.8,DoubleFineProductions,"Adventure,Action Adventure,General",20.0,11.0
Erica,PlayStation4,19-Aug-19,69.0,6.9,Flavourworks,"Adventure,3D,Third-Person",41.0,294.0
The Yakuza Remastered Collection,PlayStation4,20-Aug-19,83.0,7.3,RyugaGotokuStudios,"Miscellaneous,Compilation",21.0,21.0
Remnant: From the Ashes,XboxOne,20-Aug-19,81.0,7.3,GunfireGames,"Action,Shooter,Third-Person,Arcade",13.0,105.0
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,Switch,20-Aug-19,79.0,8,Konami,"Strategy,Turn-Based,Card Battle",13.0,55.0
Remnant: From the Ashes,PlayStation4,20-Aug-19,77.0,7.3,GunfireGames,"Action,Shooter,Third-Person,Arcade",17.0,169.0
Rad,XboxOne,20-Aug-19,76.0,6.3,DoubleFineProductions,"Adventure,Action Adventure,General",13.0,10.0
Rad,PlayStation4,20-Aug-19,74.0,6.7,DoubleFineProductions,"Adventure,Action Adventure,General",31.0,26.0
Rad,Switch,20-Aug-19,68.0,6.8,DoubleFineProductions,"Adventure,Action Adventure,General",14.0,24.0
Life is Strange 2: Episode 4 - Faith,PC,22-Aug-19,82.0,4.7,DONTNODEntertainment,"Action Adventure,General",11.0,35.0
Life is Strange 2: Episode 4 - Faith,PlayStation4,22-Aug-19,77.0,4.8,DONTNODEntertainment,"Action Adventure,General",15.0,40.0
Oninaki,PlayStation4,22-Aug-19,69.0,5.4,TokyoRPGFactory,"Japanese-Style,Role-Playing,Action RPG",45.0,43.0
Oninaki,Switch,22-Aug-19,68.0,7,TokyoRPGFactory,"Role-Playing,Action RPG,Japanese-Style",23.0,66.0
Telling Lies,PC,23-Aug-19,84.0,6.5,"SamBarlow,FuriousBee","Adventure,General",34.0,47.0
Wreckfest,XboxOne,26-Aug-19,83.0,6.5,Bugbear,"Racing,General,Arcade,Automobile",21.0,73.0
Knights And Bikes,PC,26-Aug-19,79.0,7.3,FoamSword,"Action Adventure,General",10.0,13.0
Control,PC,27-Aug-19,85.0,7.2,RemedyEntertainment,"Action Adventure,General",33.0,941.0
Control,XboxOne,27-Aug-19,84.0,7.3,"RemedyEntertainment,505Games","Action Adventure,General",31.0,284.0
Wreckfest,PlayStation4,27-Aug-19,82.0,7,Bugbear,"Racing,General,Arcade,Automobile",23.0,137.0
Control,PlayStation4,27-Aug-19,82.0,7.3,RemedyEntertainment,"Action Adventure,General",63.0,1544.0
World of Warcraft Classic,PC,27-Aug-19,81.0,6.3,BlizzardEntertainment,"Role-Playing,Massively Multiplayer",17.0,205.0
Hunt: Showdown,PC,27-Aug-19,81.0,7.1,Crytek,"Sci-Fi,Third-Person,Arcade,Action,Shooter,First-Person,Tactical",23.0,271.0
Knights and Bikes,PlayStation4,27-Aug-19,79.0,7.7,FoamSword,"Action Adventure,General",24.0,48.0
Minoria,PC,27-Aug-19,73.0,7.3,Bombservice,"Adventure,General",9.0,18.0
MXGP 2019,XboxOne,27-Aug-19,70.0,5.3,MilestoneS.r.l,"Racing,Arcade,Automobile",8.0,10.0
MXGP 2019,PlayStation4,27-Aug-19,68.0,3.2,MilestoneS.r.l,"Racing,Arcade,Automobile",16.0,6.0
Crystar,PlayStation4,27-Aug-19,67.0,9.6,FuRyu,"Role-Playing,General,Action RPG",13.0,1645.0
AER: Memories of Old,Switch,28-Aug-19,73.0,6.9,DaedalicEntertainment,"Action Adventure,Open-World",8.0,7.0
Heave Ho,Switch,29-Aug-19,80.0,8.3,LeCartelStudio,"Miscellaneous,Adventure,General,Party / Minigame",14.0,15.0
Agent A: A Puzzle In Disguise,Switch,29-Aug-19,79.0,7.7,Yak&Co,"Puzzle,General",9.0,15.0
The Dark Pictures - Man of Medan,PC,29-Aug-19,75.0,6.4,SupermassiveGames,"Action Adventure,Survival",23.0,214.0
Astral Chain,Switch,30-Aug-19,87.0,8.9,PlatinumGames,"Action Adventure,General",92.0,3243.0
Blair Witch,PC,30-Aug-19,69.0,6.3,BlooberTeam,"Action Adventure,Survival",45.0,358.0
The Dark Pictures - Man of Medan,PlayStation4,30-Aug-19,69.0,5.7,SupermassiveGames,"Action Adventure,Survival",70.0,311.0
The Dark Pictures - Man of Medan,XboxOne,30-Aug-19,69.0,6.4,SupermassiveGames,"Action Adventure,Survival",21.0,91.0
Blair Witch,XboxOne,30-Aug-19,67.0,6.6,BlooberTeam,"Action Adventure,Survival",29.0,350.0
Children of Morta,PC,3-Sep-19,82.0,8.3,DeadMage,"Role-Playing,Adventure,General,Action RPG",47.0,199.0
Torchlight II,Switch,3-Sep-19,81.0,8.4,PanicButton,"Role-Playing,Action RPG",24.0,51.0
Catherine: Full Body,PlayStation4,3-Sep-19,81.0,7.9,Atlus,"Action Adventure,Survival",60.0,182.0
Final Fantasy VIII Remastered,PlayStation4,3-Sep-19,80.0,7,SquareEnix,"Role-Playing,Japanese-Style",34.0,150.0
Torchlight II,PlayStation4,3-Sep-19,80.0,4.6,PanicButton,"Role-Playing,Action RPG",7.0,30.0
Final Fantasy VIII Remastered,Switch,3-Sep-19,80.0,7.1,SquareEnix,"Role-Playing,Japanese-Style",12.0,68.0
Spyro Reignited Trilogy,Switch,3-Sep-19,79.0,8.3,ToysforBob,"Miscellaneous,Compilation",30.0,106.0
Torchlight II,XboxOne,3-Sep-19,78.0,7.2,PanicButton,"Role-Playing,Action RPG",7.0,14.0
Final Fantasy VIII Remastered,PC,3-Sep-19,73.0,5.7,SquareEnix,"Role-Playing,Japanese-Style",7.0,41.0
Divinity: Original Sin II - Definitive Edition,Switch,4-Sep-19,93.0,8.6,"LarianStudiosGames,BlitWorks,TheDragonCommanders","Role-Playing,Western-Style",17.0,279.0
Deadly Premonition Origins,Switch,4-Sep-19,70.0,7.7,ToyboxGames,"Action Adventure,Open-World",15.0,60.0
Fantasy General II: Invasion,PC,5-Sep-19,80.0,7.2,OwnedbyGravity,"Strategy,General",9.0,31.0
River City Girls,Switch,5-Sep-19,79.0,6.9,WayForward,"Action,Beat-'Em-Up,2D",12.0,66.0
River City Girls,PlayStation4,5-Sep-19,79.0,6.3,WayForward,"Action,Beat-'Em-Up,2D",16.0,52.0
WRC 8 FIA World Rally Championship,PC,5-Sep-19,77.0,6.2,Kylotonn,"Racing,Arcade,Automobile",12.0,56.0
Green Hell,PC,5-Sep-19,77.0,7.8,CreepyJar,"Action,Action Adventure,Shooter,Survival,First-Person,Arcade",12.0,113.0
Headliner: NoviNews,Switch,5-Sep-19,75.0,7.6,UnboundCreations,"Adventure,General",15.0,9.0
Monster Hunter: World - Iceborne,XboxOne,6-Sep-19,90.0,8.2,Capcom,"Role-Playing,Action RPG",9.0,72.0
Monster Hunter: World - Iceborne,PlayStation4,6-Sep-19,89.0,8.4,Capcom,"Role-Playing,Action RPG",65.0,297.0
Gears 5,XboxOne,6-Sep-19,84.0,8.2,TheCoalition,"Action,Shooter,Third-Person,Arcade",89.0,2861.0
NBA 2K20,XboxOne,6-Sep-19,80.0,1.4,VisualConcepts,"Sports,Team,Basketball,Sim",18.0,310.0
NBA 2K20,PlayStation4,6-Sep-19,78.0,1.3,VisualConcepts,"Sports,Team,Basketball,Sim",42.0,1142.0
Creature in the Well,XboxOne,6-Sep-19,78.0,5.9,FlightSchoolStudio,"Action Adventure,General",15.0,16.0
Creature in the Well,Switch,6-Sep-19,76.0,7.5,FlightSchoolStudio,"Action Adventure,General",21.0,24.0
NBA 2K20,Switch,6-Sep-19,73.0,1.8,VisualConcepts,"Sports,Team,Basketball,Sim",11.0,111.0
WRC 8 FIA World Rally Championship,XboxOne,8-Sep-19,76.0,6.4,Kylotonn,"Racing,Arcade,Automobile",19.0,27.0
GreedFall,PC,9-Sep-19,72.0,7.6,Spiders,"Role-Playing,Action RPG",38.0,465.0
NHL 20,XboxOne,10-Sep-19,85.0,4.3,ElectronicArts,"Sports,Team,Ice Hockey,Sim",12.0,55.0
The Walking Dead: The Telltale Definitive Series,XboxOne,10-Sep-19,85.0,7.4,"TelltaleGames,SkyboundGames","Miscellaneous,Compilation",7.0,30.0
Blasphemous,XboxOne,10-Sep-19,82.0,8,TheGameKitchen,"Action Adventure,Open-World",14.0,76.0
eFootball PES 2020,XboxOne,10-Sep-19,82.0,7.2,Konami,"Sports,Team,Soccer,Sim",9.0,118.0
eFootball PES 2020,PlayStation4,10-Sep-19,82.0,7.6,Konami,"Sports,Team,Soccer,Sim",54.0,956.0
The Walking Dead: The Telltale Definitive Series,PlayStation4,10-Sep-19,82.0,7.3,"TelltaleGames,SkyboundGames","Miscellaneous,Compilation",10.0,74.0
Gears 5,PC,10-Sep-19,82.0,6.8,TheCoalition,"Action,Shooter,Third-Person,Arcade",24.0,657.0
WRC 8 FIA World Rally Championship,PlayStation4,10-Sep-19,79.0,6,Kylotonn,"Racing,Arcade,Automobile",24.0,44.0
GreedFall,XboxOne,10-Sep-19,78.0,8,Spiders,"Role-Playing,Action RPG",14.0,96.0
Blasphemous,PlayStation4,10-Sep-19,78.0,7.8,TheGameKitchen,"Action Adventure,Open-World",16.0,115.0
Blasphemous,Switch,10-Sep-19,77.0,8,TheGameKitchen,"Action Adventure,Open-World",27.0,132.0
Blasphemous,Switch,10-Sep-19,77.0,8,TheGameKitchen,"Action Adventure,Open-World",27.0,132.0
Blasphemous,PC,10-Sep-19,77.0,6.3,TheGameKitchen,"Action Adventure,Open-World",21.0,258.0
NHL 20,PlayStation4,10-Sep-19,77.0,3.6,ElectronicArts,"Sports,Team,Ice Hockey,Sim",26.0,140.0
NASCAR Heat 4,XboxOne,10-Sep-19,74.0,5.8,"MonsterGamesInc.,704Games","Racing,Simulation,Automobile",7.0,5.0
GreedFall,PlayStation4,10-Sep-19,72.0,7.8,Spiders,"Role-Playing,Action RPG",37.0,370.0
NASCAR Heat 4,PlayStation4,10-Sep-19,70.0,5.2,"MonsterGamesInc.,704Games","Racing,Simulation,Automobile",7.0,17.0
Amnesia Collection,Switch,12-Sep-19,76.0,7.5,FrictionalGames,"Miscellaneous,Compilation",7.0,11.0
Golazo!,Switch,12-Sep-19,67.0,4.4,PurpleTreeStudio,"Sports,Team,Soccer,Arcade",7.0,5.0
Star Wars Pinball,Switch,13-Sep-19,86.0,7.2,ZenStudios,"Action,Pinball",30.0,35.0
Borderlands 3,XboxOne,13-Sep-19,82.0,5.3,GearboxSoftware,"Action,Shooter,First-Person,Arcade",25.0,436.0
Borderlands 3,PC,13-Sep-19,81.0,5.2,GearboxSoftware,"Action,Shooter,First-Person,Arcade",53.0,2454.0
Borderlands 3,PlayStation4,13-Sep-19,78.0,5.8,GearboxSoftware,"Action,Shooter,First-Person,Arcade",43.0,1178.0
Daemon X Machina,Switch,13-Sep-19,69.0,7.3,"FirstStudio,MarvelousFirstStudio","Simulation,Vehicle,Combat",68.0,295.0
AI: The Somnium Files,Switch,17-Sep-19,86.0,8.9,SpikeChunsoft,"Action Adventure,General",12.0,499.0
AI: The Somnium Files,PlayStation4,17-Sep-19,80.0,8.9,SpikeChunsoft,"Action Adventure,General",20.0,307.0
LEGO Jurassic World,Switch,17-Sep-19,71.0,7.1,WarnerBros.,"Action Adventure,General",11.0,7.0
Rebel Cops,PC,17-Sep-19,69.0,6.7,WeappyStudio,"Strategy,Turn-Based,Tactics",9.0,9.0
Jet Kave Adventure,Switch,17-Sep-19,65.0,6.2,7Levels,"Action,Platformer,2D",20.0,21.0
Crying Suns,PC,18-Sep-19,75.0,7.6,AltShift,"Strategy,General",11.0,26.0
Sayonara Wild Hearts,Switch,19-Sep-19,84.0,8.2,Simogo,"Action,Rhythm,Music",31.0,64.0
WHAT THE GOLF?,PC,19-Sep-19,83.0,7.8,Triband,"Sports,Individual,Golf,Arcade",10.0,13.0
Sayonara Wild Hearts,PlayStation4,19-Sep-19,83.0,6.4,Simogo,"Action,Rhythm,Music",16.0,42.0
Mutazione,PC,19-Sep-19,80.0,7.4,DieGuteFabrik,"Adventure,Point-and-Click",7.0,20.0
GRID Autosport,Switch,19-Sep-19,79.0,8.4,"Codemasters,FeralInteractive","Racing,Simulation,Automobile",14.0,50.0
Puzzle Quest: The Legend Returns,Switch,19-Sep-19,78.0,7.5,InfinityPlus2,"Puzzle,Matching",16.0,18.0
Mutazione,PlayStation4,19-Sep-19,76.0,7.2,DieGuteFabrik,"Adventure,Point-and-Click",11.0,19.0
Overland,Switch,19-Sep-19,75.0,6.7,Finji,"Strategy,Turn-Based,Tactics",8.0,6.0
Overland,PC,19-Sep-19,69.0,6.5,Finji,"Strategy,Adventure,Turn-Based,General,Tactics",7.0,19.0
The Legend of Zelda: Link's Awakening,Switch,20-Sep-19,87.0,8.4,"Nintendo,GREZZO","Action Adventure,Open-World",111.0,1135.0
Ni no Kuni: Wrath of the White Witch Remastered,PlayStation4,20-Sep-19,86.0,8.2,Level5,"Role-Playing,Japanese-Style",31.0,140.0
Ni no Kuni: Wrath of the White Witch,Switch,20-Sep-19,84.0,8,"Level5,EngineSoftware","Role-Playing,Japanese-Style",23.0,92.0
Untitled Goose Game,Switch,20-Sep-19,81.0,7.6,HouseHouse,"Simulation,General",43.0,165.0
Untitled Goose Game,PC,20-Sep-19,79.0,6.3,HouseHouse,"Simulation,General",17.0,112.0
The Sojourn,PC,20-Sep-19,78.0,6.1,ShiftingTides,"Adventure,3D,First-Person",10.0,20.0
The Sojourn,XboxOne,20-Sep-19,73.0,6.6,ShiftingTides,"Adventure,3D,First-Person",9.0,14.0
The Sojourn,PlayStation4,20-Sep-19,71.0,6.4,ShiftingTides,"Adventure,3D,First-Person",16.0,21.0
The Surge 2,PC,23-Sep-19,76.0,6.4,Deck13,"Role-Playing,Action RPG",39.0,144.0
L.A. Noire: The VR Case Files,PlayStation4,24-Sep-19,81.0,7.1,RockstarGames,"Adventure,3D,First-Person",7.0,13.0
FIFA 20,XboxOne,24-Sep-19,79.0,1.3,ElectronicArts,"Sports,Team,Soccer,Sim",18.0,336.0
FIFA 20,PlayStation4,24-Sep-19,79.0,1.2,ElectronicArts,"Sports,Team,Soccer,Sim",62.0,3420.0
The Surge 2,XboxOne,24-Sep-19,78.0,6.8,Deck13,"Role-Playing,Action RPG",15.0,64.0
Cat Quest II: The Lupus Empire,PC,24-Sep-19,76.0,7.3,TheGentlebros,"Action,Role-Playing,General,Action RPG",14.0,21.0
The Surge 2,PlayStation4,24-Sep-19,75.0,7.1,Deck13,"Role-Playing,Action RPG",49.0,151.0
Stygian: Reign of the Old Ones,PC,26-Sep-19,81.0,8,CulticGames,"Adventure,General",17.0,72.0
Gunvolt Chronicles: Luminous Avenger iX,Switch,26-Sep-19,81.0,7.9,IntiCreates,"Action,Platformer,2D",10.0,23.0
Fight'N Rage,Switch,26-Sep-19,79.0,8.3,sebagamesdev,"Action,Beat-'Em-Up,2D",9.0,12.0
Darksiders II: Deathinitive Edition,Switch,26-Sep-19,77.0,7.9,GunfireGames,"Action Adventure,Open-World",15.0,20.0
Northgard,Switch,26-Sep-19,77.0,8,ShiroGames,"Strategy,Turn-Based,4X",7.0,10.0
Code Vein,PC,26-Sep-19,71.0,7.7,BandaiNamcoGames,"Role-Playing,Action RPG",17.0,381.0
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,27-Sep-19,91.0,8.6,SquareEnix,"Role-Playing,Japanese-Style",50.0,571.0
Ori and the Blind Forest: Definitive Edition,Switch,27-Sep-19,90.0,8.6,MoonStudios,"Action,Platformer,2D",19.0,293.0
Tropico 6,XboxOne,27-Sep-19,78.0,7.3,LimbicEntertainment,"Strategy,Management,Government",7.0,9.0
Tropico 6,PlayStation4,27-Sep-19,76.0,7,LimbicEntertainment,"Strategy,Management,Government",9.0,31.0
Code Vein,XboxOne,27-Sep-19,75.0,7.6,BandaiNamcoGames,"Role-Playing,Action RPG",14.0,100.0
Dragon Quest III: The Seeds of Salvation,Switch,27-Sep-19,71.0,6.7,SquareEnix,"Role-Playing,Japanese-Style",9.0,12.0
Code Vein,PlayStation4,27-Sep-19,70.0,7.8,BandaiNamcoGames,"Role-Playing,Action RPG",69.0,538.0
80 DAYS,Switch,1-Oct-19,84.0,7.8,inkle,"Adventure,Visual Novel",8.0,9.0
Destiny 2: Shadowkeep,PC,1-Oct-19,78.0,5.6,Bungie,"Action,Shooter,First-Person,Arcade",18.0,227.0
Destiny 2: Shadowkeep,XboxOne,1-Oct-19,73.0,6.9,Bungie,"Action,Shooter,First-Person,Arcade",10.0,41.0
Sniper Elite III: Ultimate Edition,Switch,1-Oct-19,73.0,6.3,Rebellion,"Action,Shooter,Third-Person,Tactical",21.0,12.0
Destiny 2: Shadowkeep,PlayStation4,1-Oct-19,73.0,5.6,Bungie,"Action,Shooter,First-Person,Arcade",27.0,89.0
Neo Cab,PC,3-Oct-19,76.0,4.8,ChanceAgency,"Adventure,General",17.0,23.0
Candleman,Switch,3-Oct-19,75.0,7.5,SpotlightorInteractive,"Action,Platformer,3D",7.0,4.0
Neo Cab,Switch,3-Oct-19,75.0,6.8,ChanceAgency,"Adventure,General",17.0,19.0
Ghostbusters: The Video Game Remastered,Switch,4-Oct-19,73.0,6.7,SaberInteractive,"Action,General",10.0,24.0
Ghostbusters: The Video Game Remastered,XboxOne,4-Oct-19,68.0,6.3,SaberInteractive,"Action,General",9.0,13.0
Rain of Reflections: Chapter 1,PC,4-Oct-19,68.0,7.8,LionbiteGames,"Strategy,Action Adventure,Turn-Based,General",9.0,6.0
Ghostbusters: The Video Game Remastered,PlayStation4,4-Oct-19,66.0,6.8,SaberInteractive,"Action,General",25.0,53.0
Yooka-Laylee and the Impossible Lair,XboxOne,8-Oct-19,84.0,6.4,PlaytonicGames,"Action,Platformer,2D",14.0,43.0
Reventure,Switch,8-Oct-19,83.0,7.6,Pixelatto,"Action,Action Adventure,Platformer,Open-World,2D",7.0,11.0
Yooka-Laylee and the Impossible Lair,PlayStation4,8-Oct-19,82.0,7.1,PlaytonicGames,"Action,Platformer,2D",36.0,95.0
Indivisible,XboxOne,8-Oct-19,82.0,5.7,LabZeroGames,"Role-Playing,Action RPG",11.0,35.0
Yooka-Laylee and the Impossible Lair,PC,8-Oct-19,81.0,6.7,PlaytonicGames,"Action,Platformer,2D",13.0,51.0
Trine 4: The Nightmare Prince,PC,8-Oct-19,81.0,7.9,"Frozenbyte,Inc.","Action,Platformer,2D",20.0,58.0
Yooka-Laylee and the Impossible Lair,Switch,8-Oct-19,81.0,7.8,PlaytonicGames,"Action,Platformer,2D",17.0,101.0
Trine 4: The Nightmare Prince,Switch,8-Oct-19,80.0,7.7,"Frozenbyte,Inc.","Action,Platformer,2D",21.0,33.0
Trine 4: The Nightmare Prince,XboxOne,8-Oct-19,80.0,6.9,"Frozenbyte,Inc.","Action,Platformer,2D",16.0,17.0
Trine 4: The Nightmare Prince,PlayStation4,8-Oct-19,80.0,7.1,"Frozenbyte,Inc.","Action,Platformer,2D",39.0,37.0
Indivisible,PC,8-Oct-19,78.0,6.4,LabZeroGames,"Role-Playing,Action RPG",21.0,55.0
Indivisible,PlayStation4,8-Oct-19,77.0,6.7,LabZeroGames,"Role-Playing,Action RPG",45.0,86.0
Concrete Genie,PlayStation4,8-Oct-19,75.0,8.3,PixelOpus,"Adventure,3D,Third-Person",83.0,298.0
GRID,PC,8-Oct-19,74.0,5.2,Codemasters,"Racing,Simulation,Automobile",13.0,77.0
The Alliance Alive HD Remastered,Switch,8-Oct-19,74.0,7.3,CattleCall,"Role-Playing,Japanese-Style",14.0,23.0
John Wick Hex,PC,8-Oct-19,74.0,4.3,MikeBithell,"Strategy,Turn-Based,Tactics",53.0,44.0
BurgerTime Party!,Switch,8-Oct-19,70.0,6,G-mode,"Action,Arcade",10.0,9.0
Call of Cthulhu: The Official Video Game,Switch,8-Oct-19,68.0,7.5,"Cyanide,Saber3D","Role-Playing,General",14.0,15.0
The Bradwell Conspiracy,PlayStation4,8-Oct-19,67.0,6,BossaStudios,"Adventure,3D,First-Person",7.0,10.0
The Bradwell Conspiracy,PC,8-Oct-19,65.0,6.8,BossaStudios,"Adventure,3D,First-Person",7.0,9.0
Asgard's Wrath,PC,10-Oct-19,88.0,8.2,Sanzaru,"Action Adventure,General",15.0,77.0
Valfaris,PC,10-Oct-19,86.0,8,SteelMantis,"Action,Platformer,2D",12.0,51.0
Valfaris,Switch,10-Oct-19,79.0,8.1,SteelMantis,"Action,Platformer,2D",19.0,36.0
Deliver Us The Moon,PC,10-Oct-19,68.0,8,KeokeNInteractive,"Adventure,General",14.0,89.0
Frostpunk: Console Edition,PlayStation4,11-Oct-19,87.0,8,11bitstudios,"Action Adventure,Survival",18.0,82.0
Frostpunk: Console Edition,XboxOne,11-Oct-19,84.0,8.2,11bitstudios,"Action Adventure,Survival",9.0,36.0
Killer Queen Black,Switch,11-Oct-19,83.0,8.3,LiquidBit,"Action Adventure,General",19.0,51.0
GRID,XboxOne,11-Oct-19,79.0,5.1,Codemasters,"Racing,Simulation,Automobile",14.0,27.0
Doraemon: Story of Seasons,Switch,11-Oct-19,75.0,7.9,Brownies,"Strategy,Adventure,General,Management,Business / Tycoon",24.0,32.0
GRID,PlayStation4,11-Oct-19,73.0,5.6,Codemasters,"Racing,Simulation,Automobile",45.0,79.0
Disco Elysium,PC,15-Oct-19,91.0,8.4,ZA/UM,"Role-Playing,General",64.0,804.0
The Witcher 3: Wild Hunt - Complete Edition,Switch,15-Oct-19,85.0,8.5,"SaberInteractive,CDProjektRedStudio","Role-Playing,Action RPG",64.0,445.0
Outer Wilds,PlayStation4,15-Oct-19,82.0,7.5,"MobiusDigital,LLC","Action Adventure,Open-World",8.0,128.0
Baldur's Gate and Baldur's Gate II: Enhanced Editions,PlayStation4,15-Oct-19,81.0,5.5,Beamdog,"Miscellaneous,Compilation",7.0,22.0
Children of Morta,XboxOne,15-Oct-19,80.0,8.4,DeadMage,"Role-Playing,Adventure,General,Action RPG",12.0,36.0
