Game Name,Franchise,Release Year,Years Since,First Release Year,Main Genre,Tier by Score,Critics,Critic_Score,Users,User Score,Developer,Global Sales,Other Info
The Last of Us,The Last of Us,2013,0,2013,General,Tier 1,98,95,11982,9.2,NaughtyDog,5.87,"Modern,Adventure,General,Action Adventure,General,Modern"
The Last of Us Part II,The Last of Us,2020,7,2013,General,Tier 1,121,93,146262,5.7,NaughtyDog,,"General,Action Adventure,Survival"
The Last of Us Remastered,The Last of Us,2014,1,2013,Action Adventure,Tier 1,70,95,14563,9.2,NaughtyDog,,"Action Adventure,General,Modern"
The Last of Us: Left Behind,The Last of Us,2014,1,2013,Action Adventure,Tier 2,69,88,2741,4.5,NaughtyDog,,"Action Adventure,General,Modern"
The Legend of Heroes: Trails in the Sky SC,The Legend of Heroes,2015,0,2015,Role-Play,Tier 2,7,80,117,8.8,Falcom,,"Console-style RPG,Role-Playing,Japanese-Style"
The Legend of Heroes: Trails in the Sky the 3rd,The Legend of Heroes,2017,2,2015,Role-Play,Tier 2,11,83,59,8.1,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes,2015,0,2015,Role-Play,Tier 2,12,86,164,8.7,Falcom,0.2,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes,2017,2,2015,Role-Play,Tier 2,10,80,81,8.2,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes,2019,4,2015,Role-Play,Tier 2,16,80,158,8.7,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel II,The Legend of Heroes,2019,4,2015,Role-Play,Tier 3,22,78,111,8.4,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,2019,4,2015,Role-Play,Tier 2,30,82,175,8.7,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,2019,4,2015,Role-Play,Tier 2,30,82,175,8.7,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,2020,5,2015,Role-Play,Tier 2,14,84,32,8.1,"Falcom,EngineSoftware",,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel IV,The Legend of Heroes,2020,5,2015,Role-Play,Tier 2,27,82,102,9.1,Falcom,,"Role-Playing,Japanese-Style"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,The Legend of Zelda,2019,2,2017,Action,Tier 2,65,85,284,8.1,BraceYourselfGames,,"Action,Rhythm,Music"
The Legend of Zelda: Breath of the Wild,The Legend of Zelda,2017,0,2017,Action Adventure,Tier 1,109,97,15873,8.6,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,The Legend of Zelda,2017,0,2017,Action Adventure,Tier 2,22,81,273,8.5,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Breath of the Wild - The Master Trials,The Legend of Zelda,2017,0,2017,Action Adventure,Tier 3,15,78,300,7.7,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Link's Awakening,The Legend of Zelda,2019,2,2017,Action Adventure,Tier 2,111,87,1135,8.4,"Nintendo,GREZZO",,"Action Adventure,Open-World"
The Lion's Song,The Lion's Song,2016,0,2016,Adventure,Tier 3,10,77,13,7.5,Mi'pu'miGames,,"Adventure,General,Point-and-Click"
The Lion's Song,The Lion's Song,2018,2,2016,Adventure,Tier 2,19,81,9,8.0,Mi'pu'miGames,,"Adventure,Point-and-Click"
The Little Acre,The Little Acre,2016,0,2016,Action Adventure,Tier 3,14,75,7,6.9,"CurveDigitalGames,CurveDigital",,"Action Adventure,Linear"
The Long Dark,The Long Dark,2017,0,2017,Simulation,Tier 3,15,77,334,6.5,Hinterland,,"Simulation,Action Adventure,General,Survival"
The Long Dark,The Long Dark,2017,0,2017,Simulation,Tier 3,9,76,28,6.3,Hinterland,,"Simulation,Action Adventure,General,Survival"
The Long Dark,The Long Dark,2017,0,2017,Simulation,Tier 3,16,75,60,6.7,Hinterland,,"Simulation,Action Adventure,General,Survival"
The Longest Journey,The Longest Journey,2000,0,2000,Adventure,Tier 1,26,91,523,8.7,Funcom,0.02,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy"
The Lord of the Rings Online: Mines of Moria,The Lord of the Rings,2008,5,2003,Role-Play,Tier 2,24,85,115,8.0,TurbineInc.,0.02,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings Online: Shadows of Angmar,The Lord of the Rings,2007,4,2003,Role-Play,Tier 2,40,86,294,8.0,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings Online: Siege of Mirkwood,The Lord of the Rings,2009,6,2003,Role-Play,Tier 2,8,83,50,7.1,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth,The Lord of the Rings,2004,1,2003,Strategy,Tier 2,42,82,279,8.6,EALA,0.07,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth II,The Lord of the Rings,2006,3,2003,Strategy,Tier 2,36,84,461,7.8,EALA,0.02,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,The Lord of the Rings,2006,3,2003,Strategy,Tier 3,22,78,113,8.5,EALA,,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Return of the King,The Lord of the Rings,2003,0,2003,Action,Tier 3,18,78,113,7.7,EAGames,,"Action,Role-Playing,Beat-''Em-Up,Action RPG,Beat-''Em-Up,2D,3D"
The Lord of the Rings: War in the North,The Lord of the Rings,2011,8,2003,Role-Play,Tier 4,21,66,341,7.2,SnowblindStudios,0.19,"Role-Playing,Action RPG,Action RPG"
The Lord of the Rings: War of the Ring,The Lord of the Rings,2003,0,2003,Strategy,Tier 4,25,67,40,6.9,LiquidEntertainment,,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lost Chronicles of Zerzura,The Lost Chronicles of Zerzura,2014,0,2014,Adventure,Tier 3,9,76,17,6.9,CranberryProduction,0.05,"Adventure,General,General"
The Magic Circle,The Magic Circle,2015,0,2015,Adventure,Tier 3,18,79,31,7.1,"Questionary,Question",,"Adventure,3D,First-Person"
The Magic Circle: Gold Edition,The Magic Circle,2016,1,2015,Adventure,Tier 3,13,76,8,7.1,Question,,"Adventure,3D,First-Person"
The Messenger,The Messenger,2018,0,2018,Action,Tier 2,42,86,179,8.4,SabotageStudio,,"Action,Platformer,2D"
The Messenger,The Messenger,2018,0,2018,Action,Tier 2,12,83,129,7.7,SabotageStudio,,"Action,Platformer,2D"
The Messenger,The Messenger,2019,1,2018,Action,Tier 2,9,82,50,8.0,SabotageStudio,,"Action,Platformer,2D"
The Metronomicon,The Metronomicon,2016,0,2016,Action,Tier 3,12,79,20,7.3,Puuba,,"Action,Rhythm,Music"
The Metronomicon: Slay the Dance Floor,The Metronomicon,2017,1,2016,Action,Tier 3,7,79,9,7.6,Puuba,,"Action,Rhythm,Music"
The Misadventures of P.B. Winterbottom,The Misadventures of P.B. Winterbottom,2010,0,2010,General,Tier 3,12,79,58,7.8,TheOddGentlemen,,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General"
The Missing: JJ Macfield and the Island of Memories,The Missing,2018,0,2018,Action,Tier 2,8,84,13,7.0,WhiteOwls,,"Action,General"
The Missing: JJ Macfield and the Island of Memories,The Missing,2018,0,2018,Action,Tier 3,12,78,22,6.6,WhiteOwls,,"Action,General"
The Missing: JJ Macfield and the Island of Memories,The Missing,2018,0,2018,Action,Tier 3,10,77,19,6.9,WhiteOwls,,"Action,General"
The Movies,The Movies,2005,0,2005,Strategy,Tier 2,62,84,169,8.2,LionheadStudios,0.04,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon"
The Movies: Stunts & Effects,The Movies,2006,1,2005,Strategy,Tier 3,37,78,20,7.4,LionheadStudios,,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon"
The Mummy Demastered,The Mummy,2017,0,2017,Action,Tier 3,7,75,9,7.2,WayForward,,"Action,Platformer,2D"
The Mummy Demastered,The Mummy,2017,0,2017,Action,Tier 3,7,75,32,7.6,WayForward,,"Action,Platformer,2D"
The Next Big Thing,The Next Big Thing,2011,0,2011,Adventure,Tier 3,30,75,48,7.3,PenduloStudios,,"Adventure,General,General"
The Next Penelope,The Next Penelope,2017,0,2017,Action,Tier 3,8,79,12,7.7,AurelienRegard,,"Action,Racing,General,Arcade,Futuristic"
The Night of the Rabbit,The Night of the Rabbit,2013,0,2013,Adventure,Tier 3,45,75,97,7.5,DaedalicEntertainment,0.03,"Adventure,General,General,Point-and-Click"
The Ninja Saviors: Return of the Warriors,The Ninja Saviors,2019,0,2019,Action,Tier 3,27,79,17,7.6,NATSUMEATARIInc.,,"Action,Beat-''Em-Up,2D"
The Ninja Saviors: Return of the Warriors,The Ninja Saviors,2019,0,2019,Action,Tier 3,8,75,13,6.8,NATSUMEATARIInc.,,"Action,Beat-''Em-Up,2D"
The Operative: No One Lives Forever,The Operative,2000,0,2000,Action,Tier 1,32,91,216,8.7,MonolithProductions,,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
The Orange Box,The Orange Box,2007,0,2007,Action,Tier 2,21,89,211,8.2,EAGames,1.06,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi"
The Orange Box,The Orange Box,2007,0,2007,Action,Tier 1,34,96,1804,9.2,ValveSoftware,0.14,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi"
The Outer Worlds,The Outer Worlds,2019,0,2019,Role-Play,Tier 2,77,85,1344,8.0,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds,The Outer Worlds,2019,0,2019,Role-Play,Tier 2,27,85,704,8.1,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds,The Outer Worlds,2019,0,2019,Role-Play,Tier 2,29,82,1930,7.3,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds,The Outer Worlds,2020,1,2019,Role-Play,Tier 4,49,66,118,5.2,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds: Peril on Gorgon,The Outer Worlds,2020,1,2019,Role-Play,Tier 3,25,73,31,6.6,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds: Peril on Gorgon,The Outer Worlds,2020,1,2019,Role-Play,Tier 3,15,70,19,6.1,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Path,The Path,2009,0,2009,Adventure,Tier 3,20,79,121,6.7,TaleofTales,,"Adventure,3D,Fantasy,Third-Person,Fantasy"
The Pedestrian,The Pedestrian,2020,0,2020,Puzzle,Tier 2,21,81,32,7.7,SkookumArtsLLC,,"Puzzle,Action"
The Persistence,The Persistence,2020,2,2018,Adventure,Tier 3,13,75,7,4.7,Firesprite,,"Adventure,3D,First-Person"
The Persistence VR,The Persistence,2018,0,2018,Adventure,Tier 3,28,78,72,8.0,Firesprite,,"Adventure,3D,First-Person"
The Pinball Arcade,The Pinball Arcade,2013,0,2013,Action,Tier 2,16,82,84,6.8,FarsightStudios,,"Action,Miscellaneous,Parlor,Pinball,Pinball"
The Procession to Calvary,The Procession to Calvary,2020,0,2020,Adventure,Tier 3,20,78,10,7.0,JoeRichardson,,"Adventure,Point-and-Click"
The Red Strings Club,The Red Strings Club,2018,0,2018,Adventure,Tier 2,46,80,121,7.5,Deconstructeam,,"Adventure,Visual Novel"
The Room VR: A Dark Matter,The Room VR,2020,0,2020,Adventure,Tier 3,10,78,5,7.6,FireproofGames,,"Adventure,3D,First-Person"
The Room VR: A Dark Matter,The Room VR,2020,0,2020,Adventure,Tier 3,11,75,14,5.8,FireproofGames,,"Adventure,3D,First-Person"
The Saboteur,The Saboteur,2009,0,2009,Action Adventure,Tier 3,20,76,299,7.8,PandemicStudios,0.06,"Action Adventure,Historic,Historic,Open-World"
The Secret of Monkey Island: Special Edition,The Secret of Monkey Island,2009,0,2009,Adventure,Tier 2,23,86,356,8.9,LucasArts,,"Adventure,General,General,Point-and-Click"
The Settlers 7: Paths to a Kingdom,The Settlers 7,2010,0,2010,Strategy,Tier 3,33,79,229,5.2,BlueByte,0.31,"Strategy,City Building,Management,Historic,Historic,Government"
The Sexy Brutale,The Sexy Brutale,2017,0,2017,Adventure,Tier 2,13,82,13,7.1,"AbstractionGames,TequilaWorks,CavalierGameStudios",,"Adventure,General"
The Sexy Brutale,The Sexy Brutale,2017,0,2017,Adventure,Tier 3,28,77,68,7.6,"AbstractionGames,TequilaWorks,CavalierGameStudios",,"Adventure,General"
The Sexy Brutale,The Sexy Brutale,2017,0,2017,Adventure,Tier 2,28,83,84,7.6,"TequilaWorks,CavalierGameStudios",,"Adventure,General"
The Shapeshifting Detective,The Shapeshifting Detective,2018,0,2018,Adventure,Tier 3,10,77,4,6.0,D'AvekkiStudiosLimited,,"Adventure,General"
The Ship,The Ship,2006,0,2006,Action,Tier 3,24,76,474,7.1,Outerlight,,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
The Simpsons: Hit & Run,The Simpsons,2003,0,2003,Racing,Tier 2,21,82,154,8.1,RadicalEntertainment,,"Driving,Action Adventure,Mission-based,Mission-based,Open-World"
The Sims,The Sims,2000,0,2000,Simulation,Tier 1,38,92,665,7.9,Maxis,0.05,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2,The Sims,2004,4,2000,Simulation,Tier 1,61,90,891,8.7,Maxis,0.29,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 Apartment Life,The Sims,2008,8,2000,Simulation,Tier 3,10,75,24,7.6,ElectronicArts,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 Seasons,The Sims,2007,7,2000,Simulation,Tier 3,20,78,34,7.5,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 University,The Sims,2005,5,2000,Simulation,Tier 2,31,81,58,7.8,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Bon Voyage,The Sims,2007,7,2000,Simulation,Tier 3,9,74,28,7.5,Maxis,0.03,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: FreeTime,The Sims,2008,8,2000,Simulation,Tier 3,13,74,22,7.5,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Nightlife,The Sims,2005,5,2000,Simulation,Tier 3,31,76,75,6.7,Maxis,1.27,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Open for Business,The Sims,2006,6,2000,Simulation,Tier 3,29,78,40,8.8,Maxis,0.52,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Pets,The Sims,2006,6,2000,Simulation,Tier 3,23,76,46,7.7,Maxis,0.04,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3,The Sims,2009,9,2000,Simulation,Tier 2,75,86,1101,7.7,TheSimsStudio,8.01,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3,The Sims,2010,10,2000,Simulation,Tier 3,39,78,65,6.6,TheSimsStudio,1.94,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3 Seasons,The Sims,2012,12,2000,Simulation,Tier 3,12,73,56,7.4,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3 Supernatural,The Sims,2012,12,2000,Simulation,Tier 3,16,74,55,6.2,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Ambitions,The Sims,2010,10,2000,Simulation,Tier 3,25,74,56,7.1,EARedwoodShores,0.46,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Generations,The Sims,2011,11,2000,Simulation,Tier 3,22,70,88,3.8,TheSimsStudio,0.63,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Into the Future,The Sims,2013,13,2000,Simulation,Tier 2,9,80,47,5.6,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Island Paradise,The Sims,2013,13,2000,Simulation,Tier 3,9,73,31,6.1,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Late Night Expansion Pack,The Sims,2010,10,2000,Simulation,Tier 3,17,74,86,5.5,TheSimsStudio,1.7,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Pets,The Sims,2011,11,2000,Simulation,Tier 3,18,79,75,6.1,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Pets,The Sims,2011,11,2000,Simulation,Tier 3,16,70,15,3.9,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Showtime,The Sims,2012,12,2000,Simulation,Tier 4,17,67,59,5.3,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: University Life,The Sims,2013,13,2000,Simulation,Tier 3,11,72,64,7.1,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: World Adventures,The Sims,2009,9,2000,Simulation,Tier 2,31,81,84,7.7,TheSimsStudio,0.57,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 4,The Sims,2014,14,2000,Simulation,Tier 3,75,70,2396,4.1,Maxis,3.05,"Virtual Life,Simulation,Miscellaneous,Virtual,Virtual Life"
The Sims 4,The Sims,2017,17,2000,Simulation,Tier 4,19,66,62,3.6,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4,The Sims,2017,17,2000,Simulation,Tier 4,27,66,199,3.7,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Cats & Dogs,The Sims,2017,17,2000,Simulation,Tier 2,9,80,59,4.7,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: City Living,The Sims,2016,16,2000,Simulation,Tier 3,13,78,69,5.7,Maxis,0.1,"Simulation,Virtual,Virtual Life"
The Sims 4: Discover University,The Sims,2019,19,2000,Simulation,Tier 2,11,81,28,4.5,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Eco Lifestyle,The Sims,2020,20,2000,Simulation,Tier 2,10,82,20,2.6,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Get Famous,The Sims,2018,18,2000,Simulation,Tier 3,9,77,18,5.6,ElectronicArts,,"Simulation,Virtual,Virtual Life"
The Sims 4: Get to Work,The Sims,2015,15,2000,Simulation,Tier 3,24,73,150,5.8,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Get Together,The Sims,2015,15,2000,Simulation,Tier 3,16,72,135,7.2,Maxis,0.22,"Simulation,Virtual,Virtual Life"
The Sims 4: Outdoor Retreat,The Sims,2015,15,2000,Simulation,Tier 4,7,66,59,5.9,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Seasons,The Sims,2018,18,2000,Simulation,Tier 2,15,81,62,6.2,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Star Wars - Journey to Batuu,The Sims,2020,20,2000,Simulation,Tier 3,14,70,42,1.1,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims Medieval,The Sims,2011,11,2000,Simulation,Tier 3,56,77,188,6.0,TheSimsStudio,,"Simulation,Miscellaneous,General,Virtual,Virtual Life"
The Sims Medieval: Pirates & Nobles,The Sims,2011,11,2000,Simulation,Tier 4,13,67,25,4.7,TheSimsStudio,,"Simulation,Miscellaneous,General,Virtual,Virtual Life"
The Sims Online,The Sims,2002,2,2000,Role-Play,Tier 3,23,70,16,7.6,Maxis,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Modern,Modern"
The Sims: Castaway Stories,The Sims,2008,8,2000,Simulation,Tier 3,9,73,25,7.5,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Hot Date,The Sims,2001,1,2000,Simulation,Tier 2,17,85,76,7.7,Maxis,1.82,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: House Party,The Sims,2001,1,2000,Simulation,Tier 3,17,74,35,7.8,Maxis,2.16,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Life Stories,The Sims,2007,7,2000,Simulation,Tier 3,21,72,17,7.5,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Livin' Large,The Sims,2000,0,2000,Simulation,Tier 2,23,82,22,7.2,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Makin' Magic,The Sims,2003,3,2000,Simulation,Tier 2,22,80,42,7.8,Maxis,1.92,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Pet Stories,The Sims,2007,7,2000,Simulation,Tier 4,10,67,22,7.6,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Superstar,The Sims,2003,3,2000,Simulation,Tier 3,20,79,29,7.5,Maxis,1.68,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims: Unleashed,The Sims,2002,2,2000,Simulation,Tier 3,21,79,33,7.6,Maxis,3.76,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sly Collection,The Sly Collection,2010,0,2010,Action Adventure,Tier 2,46,85,211,8.8,SanzaruGames,0.68,"Action Adventure,Modern,Miscellaneous,Compilation,Compilation"
The Sojourn,The Sojourn,2019,0,2019,Adventure,Tier 3,10,78,20,6.1,ShiftingTides,,"Adventure,3D,First-Person"
The Stanley Parable,The Stanley Parable,2013,0,2013,Action,Tier 2,47,88,2093,8.0,DaveyWreden,,"Action,Adventure,General,General,3D,First-Person,Modern"
The Sting!,The Sting!,2001,0,2001,Strategy,Tier 3,9,73,12,7.5,neoSoftware,,"Strategy,General,General"
The Stretchers,The Stretchers,2019,0,2019,Action,Tier 3,20,75,17,7.2,TarsierStudios,,"Action,General"
The Suffering,The Suffering,2004,0,2004,Action Adventure,Tier 2,26,80,94,8.1,SurrealSoftware,,"Action Adventure,Horror,Horror,Survival"
The Sum of All Fears,The Sum of All Fears,2002,0,2002,Action,Tier 3,19,72,8,7.1,RedStormEntertainment,,"Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Modern,Modern"
The Surge,The Surge,2017,0,2017,Role-Play,Tier 3,17,74,79,7.2,Deck13,,"Role-Playing,Action RPG"
The Surge,The Surge,2017,0,2017,Role-Play,Tier 3,57,73,304,6.6,Deck13,,"Role-Playing,Action RPG"
The Surge,The Surge,2017,0,2017,General,Tier 3,33,72,252,6.7,Deck13,,"General,Role-Playing,Action RPG"
The Surge 2,The Surge,2019,2,2017,Role-Play,Tier 3,39,76,144,6.4,Deck13,,"Role-Playing,Action RPG"
The Surge 2,The Surge,2019,2,2017,Role-Play,Tier 3,15,78,64,6.8,Deck13,,"Role-Playing,Action RPG"
The Surge 2,The Surge,2019,2,2017,Role-Play,Tier 3,49,75,151,7.1,Deck13,,"Role-Playing,Action RPG"
The Survivalists,The Survivalists,2020,0,2020,Action Adventure,Tier 3,8,77,4,5.0,Team17,,"Action Adventure,Survival"
The Swapper,The Swapper,2013,0,2013,Action,Tier 2,36,87,530,8.6,FacepalmGames,,"Action,Platformer,Platformer,2D,2D"
The Swapper,The Swapper,2014,1,2013,Action,Tier 2,28,83,214,7.6,FacepalmGames,,"Action,Platformer,2D"
The Swindle,The Swindle,2015,0,2015,Action,Tier 3,14,73,29,6.0,SizeFiveGames,,"Action,Platformer,3D"
The Swindle,The Swindle,2015,0,2015,Action,Tier 3,25,70,17,5.1,SizeFiveGames,,"Action,Platformer,3D"
The Swords of Ditto,The Swords of Ditto,2018,0,2018,Role-Play,Tier 3,27,74,14,6.4,OneBitBeyond,,"Role-Playing,Action RPG"
The Swords of Ditto,The Swords of Ditto,2018,0,2018,Role-Play,Tier 3,30,74,41,6.1,OneBitBeyond,,"Role-Playing,Action RPG"
The Swords of Ditto: Mormo's Curse,The Swords of Ditto,2019,1,2018,Role-Play,Tier 3,12,76,26,6.9,OneBitBeyond,,"Role-Playing,Action RPG"
The Talos Principle,The Talos Principle,2014,0,2014,Sci-Fi,Tier 2,57,85,654,8.5,Croteam,,"Sci-Fi,Adventure,3D,First-Person"
The Talos Principle: Deluxe Edition,The Talos Principle,2015,1,2014,Adventure,Tier 2,31,88,216,8.1,Croteam,,"Adventure,3D,First-Person,Sci-Fi"
The Talos Principle: Road To Gehenna,The Talos Principle: Road To Gehenna,2015,0,2015,Adventure,Tier 2,17,82,56,7.8,Croteam,,"Adventure,3D,First-Person"
The Textorcist: The Story of Ray Bibbia,The Textorcist: The Story of Ray Bibbia,2019,0,2019,Action Adventure,Tier 3,12,78,7,6.0,Morbidware,,"Action Adventure,General"
The Thing,The Thing,2002,0,2002,Action Adventure,Tier 3,19,77,63,7.6,ComputerArtworks,,"Action Adventure,Horror,Horror,Survival"
The Touryst,The Touryst,2019,0,2019,Action Adventure,Tier 3,24,79,78,8.1,Shin'en,,"Action Adventure,General,Sandbox"
The Turing Test,The Turing Test,2016,0,2016,Action,Tier 2,16,80,74,7.3,BulkheadInteractive,,"Action,Shooter,First-Person,Arcade"
The Turing Test,The Turing Test,2020,4,2016,Action,Tier 3,8,77,15,5.5,BulkheadInteractive,,"Action,Shooter,First-Person,Arcade"
The Typing of the Dead,The Typing of the Dead,2001,0,2001,Action,Tier 3,8,75,15,7.7,Sega,,"Action,Shooter,Shooter,Light Gun,Light Gun"
The Unfinished Swan,The Unfinished Swan,2012,0,2012,Action,Tier 3,66,79,117,8.1,GiantSparrow,,"Action,Adventure,General,General,3D,First-Person"
The Vanishing of Ethan Carter,The Vanishing of Ethan Carter,2014,0,2014,General,Tier 2,66,82,783,8.0,TheAstronauts,,"Miscellaneous,Adventure,General,3D,First-Person"
The Vanishing of Ethan Carter,The Vanishing of Ethan Carter,2015,1,2014,General,Tier 2,33,81,177,7.4,TheAstronauts,,"Miscellaneous,General,Adventure,3D,First-Person"
The Vanishing of Ethan Carter,The Vanishing of Ethan Carter,2018,4,2014,Adventure,Tier 3,9,77,15,7.6,TheAstronauts,,"Adventure,3D,First-Person"
The Void,The Void,2009,0,2009,Action Adventure,Tier 3,12,77,108,8.2,Ice-PickLodge,0.03,"Action Adventure,Adventure,General,Survival"
The Walking Dead: 400 Days,The Walking Dead,2013,1,2012,Action,Tier 3,12,78,179,7.6,TelltaleGames,,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: 400 Days,The Walking Dead,2013,1,2012,Action,Tier 3,30,78,347,7.6,TelltaleGames,,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click"
The Walking Dead: A Telltale Games Series,The Walking Dead,2012,0,2012,General,Tier 2,14,89,2900,8.8,TelltaleGames,,"Compilation,Miscellaneous,Adventure,Compilation,Point-and-Click"
The Walking Dead: Episode 1 - A New Day,The Walking Dead,2012,0,2012,Action,Tier 2,21,84,169,8.2,TelltaleGames,,"Action,Miscellaneous,Adventure,General,Compilation,Point-and-Click"
