game_name,franchise,platform,release_date,release_year,years_since,first_release_year,main_genre,tier_by_score,critics,critic_score,users,user_score,developer,global_sales,other_info
The Book of Unwritten Tales,The Book of Unwritten Tales,PC,2011-10-28,2011,0,2011,Adventure,Tier 2,32,82,153,8,KINGArt,0,"Adventure,General,General"
The Book of Unwritten Tales 2,The Book of Unwritten Tales,PC,2015-02-20,2015,4,2011,Adventure,Tier 2,39,80,85,8,KINGArt,,"Adventure,General,Point-and-Click"
The Book of Unwritten Tales 2,The Book of Unwritten Tales,Switch,2019-02-05,2019,8,2011,Adventure,Tier 3,9,77,7,8,KINGArt,,"Adventure,Point-and-Click"
The Bug Butcher,The Bug Butcher,PC,2016-01-19,2016,0,2016,Action,Tier 2,20,81,26,8,AwfullyNiceStudios,,"Action,Platformer,2D"
The Cameron Files: The Secret at Loch Ness,The Cameron Files,PC,2002-01-24,2002,0,2002,Adventure,Tier 4,7,66,6,6,GalileaMultimedia,,"Adventure,3D,First-Person,Modern,Modern"
The Cat Lady,The Cat Lady,PC,2012-12-07,2012,0,2012,Adventure,Tier 2,11,81,227,9,HarvesterGames,,"Adventure,General,General"
The Chronicles of Riddick: Assault on Dark Athena,The Chronicles of Riddick,PC,2009-04-07,2009,5,2004,Action,Tier 2,26,80,167,8,Starbreeze,0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,The Chronicles of Riddick,PC,2004-12-08,2004,0,2004,Action,Tier 1,38,90,340,9,Starbreeze,,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
The Corporate Machine,The Corporate Machine,PC,2001-07-14,2001,0,2001,Strategy,Tier 2,10,80,5,7,Stardock,,"Strategy,General,General,Management,Business / Tycoon"
The Count Lucanor,The Count Lucanor,PC,2016-03-03,2016,0,2016,Action Adventure,Tier 3,11,78,20,8,BaroqueDecay,,"Action Adventure,General"
The Curse of Monkey Island,Moneky Island,PC,1997-10-31,1997,0,1997,Adventure,Tier 2,9,89,323,9,LucasArts,,"Adventure,General,General,Point-and-Click"
The Dark Eye: Chains of Satinav,The Dark Eye,PC,2012-06-22,2012,0,2012,Adventure,Tier 3,24,75,135,8,DaedalicEntertainment,,"Adventure,General,General,Point-and-Click"
The Dark Pictures - Man of Medan,The Dark Pictures,PC,2019-08-29,2019,0,2019,Action Adventure,Tier 3,23,75,214,6,SupermassiveGames,,"Action Adventure,Survival"
The Darkness II,The Darkness,PC,2012-02-06,2012,5,2007,Action,Tier 3,20,77,545,8,DigitalExtremes,0,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade"
The Darkside Detective,The Darkside Detective,PC,2017-07-27,2017,0,2017,Adventure,Tier 3,11,77,20,8,SpookyDoorway,,"Adventure,General"
The Darkside Detective,The Darkside Detective,Switch,2018-02-07,2018,1,2017,Adventure,Tier 2,7,81,20,8,SpookyDoorway,,"Adventure,General"
The Devil Inside,The Devil Inside,PC,2000-11-09,2000,0,2000,Adventure,Tier 3,9,76,14,6,CryoInteractive,,"Adventure,General,General"
The Disney Afternoon Collection,The Disney Afternoon Collection,PC,2017-04-18,2017,0,2017,General,Tier 3,8,78,11,6,"Capcom,DigitalEclipse",,"Miscellaneous,Compilation"
Trials of Mana,Trials,PC,2020-04-24,2020,7,2013,Role-Play,Tier 3,7,78,46,8,"SquareEnix,Xeen",,"Role-Playing,Action RPG"
The Dream Machine,The Dream Machine,PC,2010-12-14,2010,0,2010,Action,Tier 3,13,75,49,8,CockroachInc.,,"Action,Adventure,General,General,General,Point-and-Click"
The Elder Scrolls III: Bloodmoon,The Elder Scrolls,PC,2003-06-03,2003,1,2002,Role-Play,Tier 2,21,85,124,8,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls III: Morrowind,The Elder Scrolls,PC,2002-05-01,2002,0,2002,Role-Play,Tier 2,30,89,1561,9,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls III: Tribunal,The Elder Scrolls,PC,2002-11-06,2002,0,2002,Role-Play,Tier 2,16,80,96,8,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls IV: Knights of the Nine,The Elder Scrolls,PC,2006-11-21,2006,4,2002,Role-Play,Tier 2,12,81,115,7,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls IV: Oblivion,The Elder Scrolls,PC,2006-03-20,2006,4,2002,Role-Play,Tier 1,54,94,3069,8,BethesdaSoftworks,0,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls IV: Shivering Isles,The Elder Scrolls,PC,2007-03-26,2007,5,2002,Role-Play,Tier 2,34,86,225,8,BethesdaSoftworks,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls Online,The Elder Scrolls,PC,2014-04-04,2014,12,2002,Role-Play,Tier 3,64,71,2565,6,ZeniMaxMedia,1,"First-Person,Role-Playing,First-Person,Massively Multiplayer Online,Massively Multiplayer,Fantasy"
The Elder Scrolls Online: Dragonhold,The Elder Scrolls,PC,2019-10-21,2019,17,2002,Role-Play,Tier 2,7,81,14,5,ZeniMaxMedia,,"Role-Playing,Massively Multiplayer"
The Elder Scrolls Online: Elsweyr,The Elder Scrolls,PC,2019-05-20,2019,17,2002,Role-Play,Tier 2,18,80,40,8,ZeniMaxMedia,,"Role-Playing,Massively Multiplayer"
The Elder Scrolls Online: Greymoor,The Elder Scrolls,PC,2020-05-26,2020,18,2002,Role-Play,Tier 3,21,73,61,5,ZeniMaxMedia,,"Role-Playing,Massively Multiplayer"
The Elder Scrolls Online: Morrowind,The Elder Scrolls,PC,2017-05-22,2017,15,2002,Role-Play,Tier 3,32,77,133,7,ZeniMaxMedia,,"Role-Playing,Massively Multiplayer"
The Elder Scrolls Online: Summerset,The Elder Scrolls,PC,2018-05-21,2018,16,2002,Role-Play,Tier 2,12,83,102,6,ZeniMaxMedia,,"Role-Playing,Massively Multiplayer"
The Elder Scrolls V: Skyrim,The Elder Scrolls,PC,2011-11-10,2011,9,2002,Role-Play,Tier 1,32,94,11301,8,BethesdaGameStudios,4,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls V: Skyrim,The Elder Scrolls,Switch,2017-11-17,2017,15,2002,Role-Play,Tier 2,63,84,543,8,"BethesdaGameStudios,IronGalaxyStudios",,"Role-Playing,Western-Style"
The Elder Scrolls V: Skyrim - Dawnguard,The Elder Scrolls,PC,2012-08-02,2012,10,2002,Role-Play,Tier 4,10,66,308,7,BethesdaGameStudios,,"Role-Playing,First-Person,First-Person,Western-Style"
The Elder Scrolls V: Skyrim VR,The Elder Scrolls,PC,2018-04-02,2018,16,2002,Role-Play,Tier 2,11,81,61,7,BethesdaSoftworks,,"Role-Playing,Western-Style"
The Elder Scrolls: Legends,The Elder Scrolls,PC,2017-03-20,2017,15,2002,General,Tier 2,17,80,107,6,"BethesdaSoftworks,DireWolfDigital",,"Miscellaneous,Board / Card Game"
The End Is Nigh,The End Is Nigh,PC,2017-07-12,2017,0,2017,Action,Tier 2,15,84,59,7,"EdmundMcMillen,TylerGlaiel",,"Action,Platformer,2D"
The End Is Nigh,The End Is Nigh,Switch,2017-12-12,2017,0,2017,Action,Tier 2,14,80,48,8,Nicalis,,"Action,Platformer,2D"
The Escapists 2,The Escapists ,PC,2017-08-21,2017,0,2017,Action,Tier 3,12,75,51,8,MouldyToofStudios,,"Action,General"
The Evil Within 2,The Evil Within,PC,2017-10-12,2017,3,2014,Action Adventure,Tier 2,28,80,898,9,TangoGameworks,,"Action Adventure,Survival"
The Fall,The Fall,PC,2014-05-30,2014,0,2014,Action,Tier 3,17,76,70,7,OverTheMoon,,"Action,Action Adventure,Sci-Fi,General"
The Final Station,The Final Station,PC,2016-08-30,2016,0,2016,Action Adventure,Tier 3,24,76,68,8,"tinyBuild,DoMyBestGames",,"Action Adventure,General,Linear"
The Flame in the Flood,The Flame in the Flood,Switch,2017-10-12,2017,0,2017,Action Adventure,Tier 3,11,75,38,8,TheMolassesFlood,,"Action Adventure,General,Survival"
The Forest,The Forest,PC,2018-04-30,2018,0,2018,Horror,Tier 2,16,83,382,7,SKSGames,,"Horror,Horror,Action Adventure,Survival"
The Gardens Between,The Gardens Between,PC,2018-09-19,2018,0,2018,Adventure,Tier 2,11,80,28,7,TheVoxelAgents,,"Adventure,General"
The Gardens Between,The Gardens Between,Switch,2018-09-20,2018,0,2018,Adventure,Tier 3,23,79,26,8,TheVoxelAgents,,"Adventure,General"
The Incredible Adventures of Van Helsing II,The Incredible Adventures of Van Helsing,PC,2014-06-13,2014,0,2014,Role-Play,Tier 3,36,77,235,8,NeocoreGames,,"Role-Playing,Action RPG"
The Incredible Adventures of Van Helsing: Final Cut,The Incredible Adventures of Van Helsing,PC,2015-11-06,2015,1,2014,Role-Play,Tier 3,10,79,59,7,NeocoreGames,,"Role-Playing,Action RPG"
The Inner World: The Last Wind Monk,The Inner World,PC,2017-10-20,2017,0,2017,Adventure,Tier 3,8,79,9,7,Fizbin,,"Adventure,General"
The Jackbox Party Pack 5,The Jackbox Party,Switch,2018-10-17,2018,0,2018,General,Tier 3,13,78,9,7,"JackboxGames,Inc.",,"Miscellaneous,Party / Minigame"
The Journey Down: Chapter Two,The Journey Down,PC,2014-08-25,2014,0,2014,Adventure,Tier 3,11,78,22,7,SkyGoblin,,"Adventure,General"
The Last Campfire,The Last Campfire,Switch,2020-08-27,2020,0,2020,Puzzle,Tier 2,10,81,25,8,HelloGames,,"Puzzle,Action"
The Last Campfire,The Last Campfire,PC,2020-08-27,2020,0,2020,Adventure,Tier 3,7,76,24,7,HelloGames,,"Adventure,Puzzle,Action,General"
The Last Door,The Last Door,PC,2014-05-20,2014,0,2014,Adventure,Tier 3,10,79,48,8,TheGameKitchen,,"Adventure,General"
The Last Door: Season 2,The Last Door,PC,2016-03-29,2016,2,2014,Adventure,Tier 2,8,85,24,7,TheGameKitchen,,"Adventure,Point-and-Click"
The Last Express,The Last Express,PC,1997-03-31,1997,0,1997,Adventure,Tier 2,8,82,71,9,SmokingCarProductions,,"Adventure,General,General"
The Legend of Heroes: Trails in the Sky SC,The Legend of Heroes,PC,2015-10-29,2015,0,2015,Role-Play,Tier 2,7,80,117,9,Falcom,,"Console-style RPG,Role-Playing,Japanese-Style"
The Legend of Heroes: Trails in the Sky the 3rd,The Legend of Heroes,PC,2017-05-03,2017,2,2015,Role-Play,Tier 2,11,83,59,8,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel,The Legend of Heroes,PC,2017-08-02,2017,2,2015,Role-Play,Tier 2,10,80,81,8,Falcom,,"Role-Playing,Japanese-Style"
The Legend of Heroes: Trails of Cold Steel III,The Legend of Heroes,Switch,2020-06-30,2020,5,2015,Role-Play,Tier 2,14,84,32,8,"Falcom,EngineSoftware",,"Role-Playing,Japanese-Style"
The Legend of Zelda: Breath of the Wild,The Legend of Zelda,Switch,2017-03-03,2017,0,2017,Action Adventure,Tier 1,109,97,15873,9,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,The Legend of Zelda,Switch,2017-12-07,2017,0,2017,Action Adventure,Tier 2,22,81,273,9,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Breath of the Wild - The Master Trials,The Legend of Zelda,Switch,2017-06-30,2017,0,2017,Action Adventure,Tier 3,15,78,300,8,Nintendo,,"Action Adventure,Open-World"
The Legend of Zelda: Link's Awakening,The Legend of Zelda,Switch,2019-09-20,2019,2,2017,Action Adventure,Tier 2,111,87,1135,8,"Nintendo,GREZZO",,"Action Adventure,Open-World"
The LEGO Movie Videogame,LEGO,PC,2014-02-07,2014,9,2005,Action Adventure,Tier 4,7,68,46,7,TTGames,0,"Action Adventure,Fantasy,General,Fantasy"
The Lion's Song,The Lion's Song,PC,2016-07-07,2016,0,2016,Adventure,Tier 3,10,77,13,8,Mi'pu'miGames,,"Adventure,General,Point-and-Click"
The Lion's Song,The Lion's Song,Switch,2018-07-10,2018,2,2016,Adventure,Tier 2,19,81,9,8,Mi'pu'miGames,,"Adventure,Point-and-Click"
The Long Dark,The Long Dark,PC,2017-08-01,2017,0,2017,Simulation,Tier 3,15,77,334,7,Hinterland,,"Simulation,Action Adventure,General,Survival"
The Longest Journey,The Longest Journey,PC,2000-11-16,2000,0,2000,Adventure,Tier 1,26,91,523,9,Funcom,0,"Adventure,Third-Person,Point-and-Click,Fantasy,Fantasy"
The Lord of the Rings Online: Mines of Moria,The Lord of the Rings,PC,2008-11-17,2008,5,2003,Role-Play,Tier 2,24,85,115,8,TurbineInc.,0,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings Online: Shadows of Angmar,The Lord of the Rings,PC,2007-04-24,2007,4,2003,Role-Play,Tier 2,40,86,294,8,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings Online: Siege of Mirkwood,The Lord of the Rings,PC,2009-12-01,2009,6,2003,Role-Play,Tier 2,8,83,50,7,TurbineInc.,,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth,The Lord of the Rings,PC,2004-12-06,2004,1,2003,Strategy,Tier 2,42,82,279,9,EALA,0,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth II,The Lord of the Rings,PC,2006-03-02,2006,3,2003,Strategy,Tier 2,36,84,461,8,EALA,0,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Battle for Middle-Earth II - The Rise of the Witch-King,The Lord of the Rings,PC,2006-11-28,2006,3,2003,Strategy,Tier 3,22,78,113,9,EALA,,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lord of the Rings: The Return of the King,The Lord of the Rings,PC,2003-10-31,2003,0,2003,Action,Tier 3,18,78,113,8,EAGames,,"Action,Role-Playing,Beat-''Em-Up,Action RPG,Beat-''Em-Up,2D,3D"
The Lord of the Rings: War in the North,The Lord of the Rings,PC,2011-11-01,2011,8,2003,Role-Play,Tier 4,21,66,341,7,SnowblindStudios,0,"Role-Playing,Action RPG,Action RPG"
The Lord of the Rings: War of the Ring,The Lord of the Rings,PC,2003-11-04,2003,0,2003,Strategy,Tier 4,25,67,40,7,LiquidEntertainment,,"Strategy,Real-Time,Fantasy,General,Fantasy"
The Lost Chronicles of Zerzura,The Lost Chronicles of Zerzura,PC,2014-07-10,2014,0,2014,Adventure,Tier 3,9,76,17,7,CranberryProduction,0,"Adventure,General,General"
The Magic Circle,The Magic Circle,PC,2015-07-09,2015,0,2015,Adventure,Tier 3,18,79,31,7,"Questionary,Question",,"Adventure,3D,First-Person"
The Messenger,The Messenger,Switch,2018-08-30,2018,0,2018,Action,Tier 2,42,86,179,8,SabotageStudio,,"Action,Platformer,2D"
The Messenger,The Messenger,PC,2018-08-30,2018,0,2018,Action,Tier 2,12,83,129,8,SabotageStudio,,"Action,Platformer,2D"
The Metronomicon,The Metronomicon,PC,2016-09-01,2016,0,2016,Action,Tier 3,12,79,20,7,Puuba,,"Action,Rhythm,Music"
The Misadventures of P.B. Winterbottom,The Misadventures of P.B. Winterbottom,PC,2010-04-20,2010,0,2010,General,Tier 3,12,79,58,8,TheOddGentlemen,,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General"
The Missing: JJ Macfield and the Island of Memories,The Missing,PC,2018-10-11,2018,0,2018,Action,Tier 3,12,78,22,7,WhiteOwls,,"Action,General"
The Movies,The Movies,PC,2005-11-08,2005,0,2005,Strategy,Tier 2,62,84,169,8,LionheadStudios,0,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon"
The Movies: Stunts & Effects,The Movies,PC,2006-06-06,2006,1,2005,Strategy,Tier 3,37,78,20,7,LionheadStudios,,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon"
The Mummy Demastered,The Mummy,Switch,2017-10-24,2017,0,2017,Action,Tier 3,7,75,32,8,WayForward,,"Action,Platformer,2D"
The Next Big Thing,The Next Big Thing,PC,2011-04-21,2011,0,2011,Adventure,Tier 3,30,75,48,7,PenduloStudios,,"Adventure,General,General"
The Next Penelope,The Next Penelope,Switch,2017-12-21,2017,0,2017,Action,Tier 3,8,79,12,8,AurelienRegard,,"Action,Racing,General,Arcade,Futuristic"
The Night of the Rabbit,The Night of the Rabbit,PC,2013-05-28,2013,0,2013,Adventure,Tier 3,45,75,97,8,DaedalicEntertainment,0,"Adventure,General,General,Point-and-Click"
The Ninja Saviors: Return of the Warriors,The Ninja Saviors,Switch,2019-10-15,2019,0,2019,Action,Tier 3,27,79,17,8,NATSUMEATARIInc.,,"Action,Beat-''Em-Up,2D"
The Operative: No One Lives Forever,The Operative,PC,2000-11-11,2000,0,2000,Action,Tier 1,32,91,216,9,MonolithProductions,,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
The Orange Box,The Orange Box,PC,2007-10-10,2007,0,2007,Action,Tier 1,34,96,1804,9,ValveSoftware,0,"Action,Miscellaneous,Shooter,Compilation,First-Person,Sci-Fi"
The Outer Worlds,The Outer Worlds,PC,2019-10-25,2019,0,2019,Role-Play,Tier 2,29,82,1930,7,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds,The Outer Worlds,Switch,2020-06-05,2020,1,2019,Role-Play,Tier 4,49,66,118,5,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Outer Worlds: Peril on Gorgon,The Outer Worlds,PC,2020-09-09,2020,1,2019,Role-Play,Tier 3,25,73,31,7,ObsidianEntertainment,,"Role-Playing,Western-Style"
The Path,The Path,PC,2009-03-18,2009,0,2009,Adventure,Tier 3,20,79,121,7,TaleofTales,,"Adventure,3D,Fantasy,Third-Person,Fantasy"
The Pedestrian,The Pedestrian,PC,2020-01-29,2020,0,2020,Puzzle,Tier 2,21,81,32,8,SkookumArtsLLC,,"Puzzle,Action"
The Procession to Calvary,The Procession to Calvary,PC,2020-04-09,2020,0,2020,Adventure,Tier 3,20,78,10,7,JoeRichardson,,"Adventure,Point-and-Click"
The Red Strings Club,The Red Strings Club,PC,2018-01-22,2018,0,2018,Adventure,Tier 2,46,80,121,8,Deconstructeam,,"Adventure,Visual Novel"
The Room VR: A Dark Matter,The Room VR,PC,2020-03-26,2020,0,2020,Adventure,Tier 3,10,78,5,8,FireproofGames,,"Adventure,3D,First-Person"
The Saboteur,The Saboteur,PC,2009-12-08,2009,0,2009,Action Adventure,Tier 3,20,76,299,8,PandemicStudios,0,"Action Adventure,Historic,Historic,Open-World"
The Secret of Monkey Island: Special Edition,The Secret of Monkey Island,PC,2009-07-15,2009,0,2009,Adventure,Tier 2,23,86,356,9,LucasArts,,"Adventure,General,General,Point-and-Click"
The Settlers 7: Paths to a Kingdom,The Settlers 7,PC,2010-03-23,2010,0,2010,Strategy,Tier 3,33,79,229,5,BlueByte,0,"Strategy,City Building,Management,Historic,Historic,Government"
The Sexy Brutale,The Sexy Brutale,PC,2017-04-11,2017,0,2017,Adventure,Tier 2,28,83,84,8,"TequilaWorks,CavalierGameStudios",,"Adventure,General"
The Ship,The Ship,PC,2006-07-11,2006,0,2006,Action,Tier 3,24,76,474,7,Outerlight,,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade"
The Simpsons: Hit & Run,The Simpsons,PC,2003-11-13,2003,0,2003,Racing,Tier 2,21,82,154,8,RadicalEntertainment,,"Driving,Action Adventure,Mission-based,Mission-based,Open-World"
The Sims,The Sims,PC,2000-02-04,2000,0,2000,Simulation,Tier 1,38,92,665,8,Maxis,0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2,The Sims,PC,2004-09-14,2004,4,2000,Simulation,Tier 1,61,90,891,9,Maxis,0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 Apartment Life,The Sims,PC,2008-08-26,2008,8,2000,Simulation,Tier 3,10,75,24,8,ElectronicArts,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 Seasons,The Sims,PC,2007-02-27,2007,7,2000,Simulation,Tier 3,20,78,34,8,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2 University,The Sims,PC,2005-02-28,2005,5,2000,Simulation,Tier 2,31,81,58,8,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Bon Voyage,The Sims,PC,2007-09-04,2007,7,2000,Simulation,Tier 3,9,74,28,8,Maxis,0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: FreeTime,The Sims,PC,2008-02-26,2008,8,2000,Simulation,Tier 3,13,74,22,8,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Nightlife,The Sims,PC,2005-09-13,2005,5,2000,Simulation,Tier 3,31,76,75,7,Maxis,1,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Open for Business,The Sims,PC,2006-02-28,2006,6,2000,Simulation,Tier 3,29,78,40,9,Maxis,1,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 2: Pets,The Sims,PC,2006-10-17,2006,6,2000,Simulation,Tier 3,23,76,46,8,Maxis,0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3,The Sims,PC,2009-06-02,2009,9,2000,Simulation,Tier 2,75,86,1101,8,TheSimsStudio,8,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3 Seasons,The Sims,PC,2012-11-13,2012,12,2000,Simulation,Tier 3,12,73,56,7,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3 Supernatural,The Sims,PC,2012-09-04,2012,12,2000,Simulation,Tier 3,16,74,55,6,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Ambitions,The Sims,PC,2010-06-01,2010,10,2000,Simulation,Tier 3,25,74,56,7,EARedwoodShores,0,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Generations,The Sims,PC,2011-05-31,2011,11,2000,Simulation,Tier 3,22,70,88,4,TheSimsStudio,1,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Into the Future,The Sims,PC,2013-10-22,2013,13,2000,Simulation,Tier 2,9,80,47,6,Maxis,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Island Paradise,The Sims,PC,2013-06-25,2013,13,2000,Simulation,Tier 3,9,73,31,6,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Late Night Expansion Pack,The Sims,PC,2010-10-26,2010,10,2000,Simulation,Tier 3,17,74,86,6,TheSimsStudio,2,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Pets,The Sims,PC,2011-10-18,2011,11,2000,Simulation,Tier 3,18,79,75,6,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: Showtime,The Sims,PC,2012-03-06,2012,12,2000,Simulation,Tier 4,17,67,59,5,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: University Life,The Sims,PC,2013-03-05,2013,13,2000,Simulation,Tier 3,11,72,64,7,TheSimsStudio,,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 3: World Adventures,The Sims,PC,2009-11-16,2009,9,2000,Simulation,Tier 2,31,81,84,8,TheSimsStudio,1,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life"
The Sims 4,The Sims,PC,2014-09-02,2014,14,2000,Simulation,Tier 3,75,70,2396,4,Maxis,3,"Virtual Life,Simulation,Miscellaneous,Virtual,Virtual Life"
The Sims 4: Cats & Dogs,The Sims,PC,2017-11-10,2017,17,2000,Simulation,Tier 2,9,80,59,5,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: City Living,The Sims,PC,2016-11-01,2016,16,2000,Simulation,Tier 3,13,78,69,6,Maxis,0,"Simulation,Virtual,Virtual Life"
The Sims 4: Discover University,The Sims,PC,2019-12-17,2019,19,2000,Simulation,Tier 2,11,81,28,5,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Eco Lifestyle,The Sims,PC,2020-06-05,2020,20,2000,Simulation,Tier 2,10,82,20,3,Maxis,,"Simulation,Virtual,Virtual Life"
The Sims 4: Get Famous,The Sims,PC,2018-11-16,2018,18,2000,Simulation,Tier 3,9,77,18,6,ElectronicArts,,"Simulation,Virtual,Virtual Life"
The Sims 4: Get to Work,The Sims,PC,2015-03-31,2015,15,2000,Simulation,Tier 3,24,73,150,6,Maxis,,"Simulation,Virtual,Virtual Life"
