name,platform,r-date,score,user score,developer,genre,players,critics,users
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PlayStation4,20-Dec-16,80,6.6,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,9,28
NBA Live 10,Xbox360,6-Oct-09,80,7.7,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",No info,40,40
Battlefield 2: Modern Combat,Xbox,24-Oct-05,80,8.2,DigitalIllusions,"Action,Shooter,First-Person,Tactical,Modern",32  Online,49,30
Driver: San Francisco,PC,27-Sep-11,80,7.2,UbisoftReflections,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",No info,11,406
Geometry Wars: Galaxies,Wii,20-Nov-07,80,8.1,"BizarreCreations,KujuEntertainment","Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",2-Jan,55,28
Wii Fit,Wii,19-May-08,80,7.7,Nintendo,"Sports,Miscellaneous,General,Exercise / Fitness",1 Player,63,156
King's Quest Chapter 1: A Knight to Remember,XboxOne,29-Jul-15,80,7.8,TheOddGentlemen,"Adventure,General",No info,26,40
Stealth Inc: A Clone in the Dark,PlayStation3,23-Jul-13,80,7.8,CurveStudios,"Action,Platformer,Platformer,2D,2D",No info,17,37
Hatsune Miku: Project Mirai DX,3DS,8-Sep-15,80,8.2,Sega,"Miscellaneous,Action,Rhythm,Music",No info,32,94
Nobunaga's Ambition: Sphere of Influence,PlayStation4,1-Sep-15,80,7.6,KoeiTecmoGames,"Strategy,Turn-Based,General",No Online Multiplayer,20,60
The Corporate Machine,PC,14-Jul-01,80,6.8,Stardock,"Strategy,General,General,Management,Business / Tycoon",1 Player,10,5
Bit.Trip Core,Wii,6-Jul-09,80,8.1,GaijinGames,"Action,Miscellaneous,Rhythm,Music,Music",2-Jan,21,11
Game of Thrones: Episode Four - Sons of Winter,XboxOne,26-May-15,80,7.1,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,8,26
Dungeons & Dragons: Chronicles of Mystara,PC,18-Jun-13,80,6.9,IronGalaxyStudios,"Action,Miscellaneous,Beat-'Em-Up,Compilation",No info,9,37
Sonic's Ultimate Genesis Collection,PlayStation3,10-Feb-09,80,8.5,BackboneEntertainment,"Miscellaneous,Compilation,Compilation",No Online Multiplayer,35,57
Final Fantasy Crystal Chronicles: My Life as a King,Wii,12-May-08,80,7,SquareEnix,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",1 Player,23,33
Elite: Dangerous,XboxOne,6-Oct-15,80,7.1,FrontierDevelopments,"Simulation,Space,Civilian",Up to 16 ,30,116
Hellblade: Senua's Sacrifice,Switch,11-Apr-19,80,7.4,"NinjaTheory,QLOC","Action Adventure,General",No Online Multiplayer,18,129
Unforeseen Incidents,PC,24-May-18,80,7.1,BackwoodsEntertainment,"Adventure,General",No Online Multiplayer,13,34
FAR: Lone Sails,PC,17-May-18,80,7.8,Okomotive,"Action,Platformer,2D",No Online Multiplayer,24,125
Need for Speed Most Wanted,GameCube,15-Nov-05,80,8.7,EACanada,"Driving,Racing,GT / Street",2-Jan,18,32
NCAA March Madness 2005,Xbox,17-Nov-04,80,6.2,EACanada,"Sports,Traditional,Basketball,Sim",2  Online,18,5
Disciples II: Rise of the Elves,PC,25-Nov-03,80,8,StrategyFirst,"Strategy,Turn-Based,Fantasy,General,Fantasy",4-Jan,8,96
Amped 2,Xbox,28-Oct-03,80,7.7,IndieBuilt,"Sports,Alternative,Snowboarding",8-Jan,34,20
Def Jam Vendetta,PlayStation2,31-Mar-03,80,8.6,AkiCorp.,"Action,Fighting,Wrestling",4-Jan,33,52
Capcom vs. SNK 2 EO,Xbox,11-Feb-03,80,8.3,Capcom,"Action,Fighting,2D",2-Jan,26,16
MechCommander 2,PC,18-Jul-01,80,7.8,MicrosoftGameStudios,"Strategy,General,General",8-Jan,18,39
Dark Cloud,PlayStation2,28-May-01,80,7.9,Level5,"Role-Playing,Action RPG",1 Player,27,128
Waterloo: Napoleon's Last Battle,PC,25-Mar-01,80,7.5,BreakAwayGames,"Strategy,General,General",8-Jan,9,4
Vanishing Point,Dreamcast,21-Dec-00,80,7.9,ClockworkGames,"Driving,Racing,Arcade",No info,16,12
Chessmaster 8000,PC,14-Nov-00,80,6.7,Mattel,"Action,Miscellaneous,General,General,Board / Card Game",2-Jan,11,6
Circle of Blood,PC,30-Sep-96,80,8.3,RevolutionSoftware,"Adventure,General,General,Point-and-Click",1 Player,9,22
Gravity Rush Remastered,PlayStation4,2-Feb-16,80,8.1,BluepointGames,"Action,Action Adventure,Platformer,Open-World,3D",No Online Multiplayer,62,414
BioShock Infinite: Burial at Sea - Episode Two,PC,25-Mar-14,80,8.6,IrrationalGames,"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",No info,34,583
The Walking Dead: Season Two Episode 1 - All That Remains,Xbox360,18-Dec-13,80,8.6,TelltaleGames,"General,Action,Adventure,General,Point-and-Click",No info,8,96
S.T.A.L.K.E.R.: Call of Pripyat,PC,2-Feb-10,80,8.7,GSCGameWorld,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Online Multiplayer,44,914
Trover Saves the Universe,PC,4-Jun-19,80,7.5,SquanchGames,"Action,General",No Online Multiplayer,7,22
The Wizards,PC,8-Mar-18,80,7.5,CarbonStudio,"Action,Shooter,Light Gun",No Online Multiplayer,7,6
The Walking Dead: Season Two - A Telltale Games Series,PC,17-Dec-13,80,8.3,TelltaleGames,"Action,Adventure,General,General,Point-and-Click",No Online Multiplayer,14,630
FLY'N,PC,9-Nov-12,80,7.7,Ankama,"Miscellaneous,Puzzle,General,Puzzle,General",No info,7,64
Karaoke Revolution Party,Xbox,8-Nov-05,80,tbd,HarmonixMusicSystems,"Miscellaneous,Rhythm,Music",8-Jan,24,0
Yourself!Fitness,Xbox,27-Sep-04,80,7,Respondesign,"Miscellaneous,Edutainment",1 Player,11,9
Total War: Attila,PC,17-Feb-15,80,7.4,CreativeAssembly,"Strategy,Real-Time,General,Historic",No info,66,619
Salt and Sanctuary,XboxOne,6-Feb-19,80,6.5,SkaStudios,"Action,Platformer,2D",No Online Multiplayer,7,13
Battle Chasers: Nightwar,Switch,15-May-18,80,8,AirshipSyndicateEntertainment,"Role-Playing,Action RPG,Japanese-Style",No Online Multiplayer,23,105
Darkwood,PlayStation4,14-May-19,80,7.7,AcidWizardStudio,"Action Adventure,Survival",No Online Multiplayer,25,40
The Wolf Among Us,PC,11-Oct-13,80,8.8,TelltaleGames,"Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,13,725
Kirby & the Amazing Mirror,GameBoyAdvance,18-Oct-04,80,8.8,Flagship,"Action,Platformer,2D",4-Jan,24,69
Tiger Woods PGA Tour 12: The Masters,Xbox360,29-Mar-11,80,6.1,ElectronicArts,"Sports,Traditional,Individual,Golf,Sim,Sim",Up to 4 ,50,27
LEGO Star Wars: The Complete Saga,PlayStation3,6-Nov-07,80,7.2,Traveller'sTales,"Action,Miscellaneous,General,General,Compilation",2  Online,18,111
EVERYTHING,PlayStation4,21-Mar-17,80,7,DavidOReilly,"Action Adventure,Adventure,General",No Online Multiplayer,27,51
Naruto: The Broken Bond,Xbox360,8-Nov-08,80,7.9,UbisoftMontreal,"Action Adventure,Adventure,3D,Open-World,First-Person,Fantasy,Fantasy",2  Online,34,56
Call of Duty: Warzone,PC,10-Mar-20,80,3.6,InfinityWard,"Action,Shooter,First-Person,Tactical",Up to more than 64 ,13,297
Total War: Three Kingdoms - Mandate of Heaven,PC,16-Jan-20,80,6.5,CreativeAssembly,"Strategy,Real-Time,General",No info,11,16
Sega Genesis Classics,Switch,7-Dec-18,80,8.6,"Various,D3TLimited","Miscellaneous,Compilation",2,19,37
Nancy Drew: Secret of the Old Clock,PC,26-Jul-05,80,7.4,HerInteractive,"Adventure,First-Person,Point-and-Click,Modern,Modern",No Online Multiplayer,10,14
The Banner Saga 3,PlayStation4,26-Jul-18,80,7.1,Stoic,"Strategy,Turn-Based,Tactics",No Online Multiplayer,10,35
VVVVVV,Switch,17-Nov-17,80,8,TerryCavanagh,"Action,Platformer,2D",No Online Multiplayer,11,26
TowerFall Ascension,XboxOne,25-Jan-17,80,7.2,MattMakesGamesInc.,"Action,General",No info,10,6
ArcheAge,PC,16-Sep-14,80,3.7,XLGAMES,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",No info,11,763
Worms: Open Warfare 2,PSP,4-Sep-07,80,8.3,"Team17,TwoTribes","Strategy,Turn-Based,Fantasy,Fantasy,Artillery",Up to 4 ,26,28
Paper Mario: The Origami King,Switch,17-Jul-20,80,6.9,IntelligentSystems,"Role-Playing,General",No Online Multiplayer,114,1462
Resident Evil: Revelations,WiiU,21-May-13,80,7.8,Capcom,"Action Adventure,Horror,Horror,Survival",2,19,194
AVICII Invector,PlayStation4,10-Dec-19,80,6.8,WiredProductions,"Action,Rhythm,Music",No Online Multiplayer,15,20
Call of Duty: WWII,XboxOne,3-Nov-17,80,4.3,SledgehammerGames,"Action,Shooter,First-Person,Arcade",Up to 18 ,21,417
SMITE,XboxOne,19-Aug-15,80,7.3,Hi-RezStudios,"Strategy,Real-Time,MOBA",Up to 10 ,21,116
Thomas Was Alone,PlayStation3,23-Apr-13,80,6.9,MikeBithell,"Action,Platformer,Platformer,2D,2D",1 Player,21,91
World of Tanks,PlayStation4,19-Jan-16,80,5.2,Wargaming.net,"Action,Simulation,Shooter,Vehicle,Third-Person,Combat,Tactical",Up to 30 ,18,130
Pushmo World,WiiU,19-Jun-14,80,8,IntelligentSystems,"Miscellaneous,Puzzle,Action,Logic",No Online Multiplayer,37,60
CAPSIZED,PC,29-Apr-11,80,7.1,Alientrap,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,19,105
Skate 3,PlayStation3,11-May-10,80,8,EABlackBox,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",Up to 6 ,46,121
Enslaved: Odyssey to the West,PlayStation3,5-Oct-10,80,7.6,NinjaTheory,"Action Adventure,Modern,General,Modern",No Online Multiplayer,53,356
FlatOut: Ultimate Carnage,Xbox360,2-Oct-07,80,8.6,Bugbear,"Driving,Racing,Demolition Derby,Arcade,Demolition Derby,Automobile",8  Online,44,72
Fuser,Switch,10-Nov-20,80,tbd,HarmonixMusicSystems,"Action,Rhythm,Music",No info,8,0
Total War: Three Kingdoms - A World Betrayed,PC,19-Mar-20,80,5.9,CreativeAssembly,"Strategy,Real-Time,General",No info,10,8
Autonauts,PC,17-Oct-19,80,8,Denki,"Strategy,Management,Government",No Online Multiplayer,8,8
Children of Morta,PlayStation4,15-Oct-19,80,8.2,"DeadMageStudio,DeadMage","Role-Playing,Adventure,General,Action RPG",Online Multiplayer,11,79
NBA 2K20,XboxOne,6-Sep-19,80,1.4,VisualConcepts,"Sports,Team,Basketball,Sim",Up to 10 ,18,310
Judgment,PlayStation4,21-Jun-19,80,8.4,RyugaGotokuStudios,"Action Adventure,General,Open-World",No Online Multiplayer,83,335
Minit,Switch,9-Aug-18,80,7.8,"JW,Kitty,Jukio,andDom","Adventure,General",No Online Multiplayer,7,23
Layers of Fear: Legacy,Switch,21-Feb-18,80,7.8,BlooberTeam,"Adventure,3D,First-Person",No Online Multiplayer,25,35
Middle-earth: Shadow of War,PlayStation4,10-Oct-17,80,4.4,MonolithProductions,"Action Adventure,Open-World",No Online Multiplayer,69,1370
Zero Escape: Zero Time Dilemma,PlayStation4,18-Aug-17,80,6.7,AksysGames,"Adventure,Visual Novel",No Online Multiplayer,8,29
Tales of Berseria,PC,26-Jan-17,80,6.5,BandaiNamcoGames,"Japanese-Style,Role-Playing,Action RPG",No Online Multiplayer,18,333
World of Van Helsing: Deathtrap,XboxOne,30-Dec-16,80,6.9,NeocoreGames,"Strategy,General",No info,7,16
BADLAND: Game of the Year Edition,WiiU,30-Jul-15,80,7.5,Frogmind,"Action,Action Adventure,Arcade,Linear",No info,7,16
Ziggurat,PlayStation4,21-Apr-15,80,7,MilkstoneStudios,"Action,Shooter,First-Person,Arcade",No info,8,25
Hitman: Sniper Challenge,Xbox360,15-May-12,80,7.7,IoInteractive,"Action Adventure,Modern,General,Modern",No Online Multiplayer,7,20
Sonic CD,PlayStation3,20-Dec-11,80,8.2,Sega,"Action,Platformer,Platformer,2D,2D",No info,12,52
Microsoft Flight Simulator X,PC,17-Oct-06,80,7.2,MicrosoftGameStudios,"Simulation,Flight,Modern Jet,Modern Jet,Combat",32  Online,28,132
Metal Gear Acid 2,PSP,21-Mar-06,80,8.1,KojimaProductions,"Strategy,Turn-Based,Modern,Modern,Card Battle",2,51,36
Myst V: End of Ages,PC,19-Sep-05,80,7.6,CyanWorlds,"Adventure,3D,First-Person,Fantasy,Fantasy",No Online Multiplayer,26,55
Star Ocean: Till the End of Time,PlayStation2,31-Aug-04,80,8.6,Tri-Ace,"Role-Playing,Action RPG",2-Jan,55,137
Railroad Tycoon 3,PC,23-Oct-03,80,7.7,PopTopSoftware,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",4-Jan,19,62
Otogi: Myth of Demons,Xbox,27-Aug-03,80,8.6,FromSoftware,"Action Adventure,Fantasy",1 Player,40,31
Sega Soccer Slam,Xbox,22-Aug-02,80,8.3,BlackBox,"Sports,Traditional,Soccer,Arcade",4-Jan,15,9
World of Outlaws: Sprint Cars 2002,PlayStation2,26-Mar-02,80,8.3,Ratbag,"Driving,Racing,Rally / Offroad",2-Jan,10,10
Wave Race: Blue Storm,GameCube,17-Nov-01,80,7.9,Nintendo,"Driving,Racing,Snow / Water",No info,21,32
Phantasy Star Online Ver. 2,Dreamcast,24-Sep-01,80,8.5,SonicTeam,"Role-Playing,General",No info,10,25
Hostile Waters: Antaeus Rising,PC,13-Jun-01,80,7.6,RageSoftware,"Strategy,General,General",No Online Multiplayer,14,36
Crazy Taxi,PlayStation2,14-May-01,80,7.8,AcclaimStudiosCheltenham,"Driving,Racing,Arcade",1 Player,15,57
Forza Motorsport 5,XboxOne,22-Nov-13,79,6,Turn10,"GT / Street,Driving,Racing,Simulation,GT / Street,Automobile",Up to 16 ,76,1138
Dustforce,PC,17-Jan-12,79,7.5,Hitbox,"Action,Platformer,Platformer,2D,2D",No info,35,110
Hitman: Absolution,Xbox360,20-Nov-12,79,7.2,IoInteractive,"Action Adventure,Modern,General,Modern",No Online Multiplayer,51,497
WWE SmackDown vs. Raw 2009,Xbox360,9-Nov-08,79,7,Yuke's,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",Up to 4 ,47,49
Skylanders Imaginators,PlayStation4,16-Oct-16,79,5.8,ToysforBob,"Action,Platformer,3D",No info,49,32
Empire Earth II,PC,26-Apr-05,79,7.1,MadDocSoftware,"Strategy,Real-Time,Historic,General,Historic",10  Online,39,109
LocoRoco 2 Remastered,PlayStation4,9-Dec-17,79,7.3,SCEJapanStudio,"Action,Platformer,2D",No Online Multiplayer,20,20
Hitman: Absolution,PC,19-Nov-12,79,7.1,"IoInteractive,NixxesSoftware","Action Adventure,Modern,General,Modern",No Online Multiplayer,26,1581
Wolfenstein: The New Order,PlayStation4,20-May-14,79,8.1,MachineGames,"General,Shooter,Historic,Action,Shooter,First-Person,Historic,Arcade",No info,73,1521
Fallout 3: Point Lookout,PC,23-Jun-09,79,7.6,BethesdaGameStudios,"Role-Playing,First-Person,First-Person,General,Western-Style",1 Player,23,126
Fractured Space,PC,22-Sep-16,79,7.6,EdgeCaseGames,"Sci-Fi,Strategy,Real-Time,General",Online Multiplayer,10,28
Resident Evil 5: Lost in Nightmares,Xbox360,17-Feb-10,79,8.1,Capcom,"Action Adventure,Horror,Horror,Survival",No info,27,38
Test Drive Unlimited,PC,20-Mar-07,79,8.1,EdenStudios,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",1 Player,18,161
Yakuza 3,PlayStation3,9-Mar-10,79,8.3,RyugaGotokuStudios,"Action Adventure,Modern,Modern,Open-World",No Online Multiplayer,77,218
Telling Lies,PlayStation4,28-Apr-20,79,6,SamBarlow,"Adventure,General",No Online Multiplayer,8,15
Wide Ocean Big Jacket,Switch,4-Feb-20,79,7.4,Turnfollow,"Adventure,3D,Point-and-Click,Third-Person",No Online Multiplayer,8,8
Chess Ultra,Switch,2-Nov-17,79,7.1,Ripstone,"Miscellaneous,Board / Card Game",2,8,20
Kameo: Elements of Power,Xbox360,7-Nov-05,79,8,RareLtd.,"Action Adventure,Fantasy,General,Fantasy",2-Jan,76,131
FIFA Soccer,PlayStationVita,15-Feb-12,79,7.2,ElectronicArts,"Sports,Traditional,Team,Soccer,Sim,Sim",2,45,84
NBA Jam,Wii,5-Oct-10,79,8.5,EACanada,"Sports,Traditional,Team,Basketball,Arcade,Arcade",No info,43,21
Atelier Dusk Trilogy Deluxe Pack,PlayStation4,14-Jan-20,79,6.2,Gust,"Miscellaneous,Compilation",No Online Multiplayer,15,17
The Magic Circle,PC,9-Jul-15,79,7.1,"Questionary,Question","Adventure,3D,First-Person",No Online Multiplayer,18,31
Firewall Zero Hour,PlayStation4,28-Aug-18,79,8.2,"SonyInteractiveEntertainment,FirstContactEntertainment","Action,Shooter,First-Person,Tactical",Up to 8 ,38,288
The King of Fighters XIII,Xbox360,22-Nov-11,79,8.2,SNKPlaymore,"Action,Fighting,Fighting,2D,2D",2,31,58
Star Wars Jedi: Fallen Order,PlayStation4,15-Nov-19,79,7.7,RespawnEntertainment,"Action,Action Adventure,General",No Online Multiplayer,70,2950
Rock Band Unplugged,PSP,9-Jun-09,79,8.6,"HarmonixMusicSystems,BackboneEntertainment","Action,Miscellaneous,Rhythm,Music,Music",No info,50,37
The Path,PC,18-Mar-09,79,6.7,TaleofTales,"Adventure,3D,Fantasy,Third-Person,Fantasy",1 Player,20,121
Indivisible,Switch,28-Apr-20,79,7.3,LabZeroGames,"Role-Playing,Action RPG",No Online Multiplayer,15,28
The Pinball of the Dead,GameBoyAdvance,16-Jun-02,79,7.2,Sega,"Miscellaneous,Parlor,Pinball",1 Player,20,5
Metroid: Other M,Wii,31-Aug-10,79,6.7,TeamNinja,"Action,Action Adventure,Shooter,Sci-Fi,Sci-Fi,General,Third-Person,Sci-Fi",1 Player,71,587
Shantae and the Seven Sirens,Switch,28-May-20,79,6.4,WayForward,"Action,Platformer,2D",No Online Multiplayer,20,69
Shin Megami Tensei: Devil Survivor 2,DS,28-Feb-12,79,3.6,Atlus,"Role-Playing,Strategy,Turn-Based,General,General,Tactics",No Online Multiplayer,21,189
Valfaris,Switch,10-Oct-19,79,8.1,SteelMantis,"Action,Platformer,2D",No Online Multiplayer,19,36
Dungeon of the Endless,PC,27-Oct-14,79,7.8,AmplitudeStudios,"Strategy,Real-Time,General,Fantasy",Online Multiplayer,29,199
Sesame Street: Once Upon a Monster,Xbox360,11-Oct-11,79,6.9,DoubleFineProductions,"Miscellaneous,Edutainment,Adventure,3D,Fantasy,Third-Person,Fantasy",No Online Multiplayer,26,23
Revenge of the Titans,PC,24-May-10,79,7.6,PuppyGames,"Strategy,Real-Time,Fantasy,General,Fantasy",No Online Multiplayer,11,85
Bookworm Adventures: Volume 2,PC,30-Jul-09,79,7,PopCap,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No info,15,14
R-Type Final,PlayStation2,3-Feb-04,79,8.6,Irem,"Action,Shooter,Scrolling",1 Player,50,32
Hunter: The Reckoning,Xbox,21-May-02,79,8.4,HighVoltageSoftware,"Action,Beat-'Em-Up",4-Jan,28,20
F1 2001,PC,14-Oct-01,79,7.1,EASports,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",8-Jan,8,12
Tokyo Xtreme Racer 2,Dreamcast,1-Sep-00,79,9,Genki,"Driving,Mission-based",No info,16,26
Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands,Wii,27-Oct-08,79,7.4,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,11,5
Street Fighter X Tekken,PlayStationVita,23-Oct-12,79,7.5,Capcom,"Action,Fighting,Fighting,3D,2D,3D",Up to 8 ,25,73
Gears of War 2: All Fronts Collection,Xbox360,28-Jul-09,79,7.8,EpicGames,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",10  Online,12,20
Brothers in Arms: Hell's Highway,PC,7-Oct-08,79,7.7,GearboxSoftware,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",No Online Multiplayer,22,167
Banjo-Kazooie: Nuts & Bolts,Xbox360,11-Nov-08,79,6.7,RareLtd.,"Action,Platformer,Platformer,3D,3D",Up to 8 ,71,352
Tangledeep,Switch,31-Jan-19,79,7.7,ImpactGameworks,"Role-Playing,Action RPG,Roguelike",No Online Multiplayer,7,20
Slayaway Camp: Butcher's Cut,Switch,22-Mar-18,79,7.8,BlueWizardDigital,"Puzzle,Action",No Online Multiplayer,7,11
Detention,Switch,1-Mar-18,79,8.4,RedCandleGames,"Adventure,General",No Online Multiplayer,12,32
Space Invaders Extreme,PC,12-Feb-18,79,tbd,TaitoCorporation,"Action,Shooter,Shoot-'Em-Up,Vertical",No info,7,0
The Metronomicon: Slay the Dance Floor,PlayStation4,29-Aug-17,79,7.6,Puuba,"Action,Rhythm,Music",No info,7,9
SOMA,PlayStation4,22-Sep-15,79,8.1,FrictionalGames,"Horror,Horror,Action Adventure,Survival",No info,27,481
Star Wars: Empire at War,PC,15-Feb-06,79,8.3,Petroglyph,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",8  Online,45,288
The Bigs,Xbox360,25-Jun-07,79,8.4,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",4-Jan,23,22
EA Sports MMA,Xbox360,19-Oct-10,79,8,EATiburon,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Wrestling,Combat,Boxing / Martial Arts",Up to 10 ,63,52
Knights and Bikes,PlayStation4,27-Aug-19,79,7.7,FoamSword,"Action Adventure,General",2,24,48
Hotshot Racing,XboxOne,10-Sep-20,79,7.3,LuckyMountainGames,"Racing,Arcade,Automobile",Up to 8 ,9,9
A Way Out,XboxOne,23-Mar-18,79,7.6,Hazelight,"Action Adventure,General",2,26,164
A Hat in Time,PlayStation4,5-Dec-17,79,8.1,GearsforBreakfast,"Action,Platformer,3D",No Online Multiplayer,17,92
Scribblenauts,DS,15-Sep-09,79,7.6,5THCell,"Miscellaneous,Puzzle,Action,Puzzle,General,Puzzle,General",No info,72,121
Europa Universalis: Rome - Vae Victis,PC,19-Nov-08,79,8.5,ParadoxDevelopmentStudio,"Strategy,General,General",32  Online,7,22
GoNNER,Switch,29-Jun-17,79,7.5,ArtinHeart,"Action,Platformer,2D",No Online Multiplayer,14,50
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto,Switch,24-Apr-20,79,7.9,CyberConnect2,"Action,Fighting,3D",Up to 8 ,19,29
Life is Strange: Before the Storm - Episode 2: Brave New World,PlayStation4,19-Oct-17,79,7.9,DeckNineGames,"Action Adventure,General",No info,32,127
Yoshi's Crafted World,Switch,28-Mar-19,79,8,Good-Feel,"Action,Platformer,3D",No Online Multiplayer,92,311
Sonic Colors,DS,16-Nov-10,79,7.9,DimpsCorporation,"Action,Platformer,Platformer,2D,2D,3D",2,26,85
Silent Hunter: Wolves of the Pacific,PC,20-Mar-07,79,7.2,UbisoftRomania,"Simulation,Submarine,Submarine,Marine,Combat",8  Online,22,45
Dead or Alive Dimensions,3DS,24-May-11,79,8.1,TeamNinja,"Action,Fighting,Fighting,3D,3D",2  Online,62,131
For the King,PC,19-Apr-18,79,7.6,IronOakGames,"Role-Playing,Roguelike",Online Multiplayer,11,53
Rock Band 4,XboxOne,6-Oct-15,79,6.5,HarmonixMusicSystems,"Action,Rhythm,Music",Up to 4 ,27,58
Dishonored: The Knife of Dunwall,Xbox360,16-Apr-13,79,7.6,ArkaneStudios,"Action Adventure,Modern,General,Modern",No info,19,55
Need for Speed: Most Wanted - A Criterion Game,PlayStationVita,30-Oct-12,79,7.7,CriterionGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",Up to 4 ,21,220
Battlefield 3: Armored Kill,PlayStation3,4-Sep-12,79,4.3,EADICE,"Action,Shooter,Shooter,First-Person,Modern,Tactical,Modern,Arcade",No info,7,78
Lost Planet: Extreme Condition,Xbox360,12-Jan-07,79,7.1,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",Up to 16 ,76,207
1701 A.D.,PC,6-Nov-06,79,7.8,RelatedDesigns,"Strategy,Real-Time,Historic,General,Historic",4  Online,30,45
Stasis,PC,31-Aug-15,79,7.5,THEBROTHERHOOD,"General,Miscellaneous,General",No info,31,122
Otogi 2: Immortal Warriors,Xbox,21-Oct-04,79,8.8,FromSoftware,"Action Adventure,Fantasy",1 Player,43,16
Chime,Xbox360,3-Feb-10,79,7.9,ZoeMode,"Action,Miscellaneous,Rhythm,Music,Music",No info,32,23
Brothers: A Tale of Two Sons,Switch,28-May-19,79,8.4,TurnMeUpGames,"Action Adventure,Linear",No Online Multiplayer,18,21
Pro Evolution Soccer 2009,PC,12-Nov-08,79,7.3,Konami,"Sports,Traditional,Team,Soccer,Sim,Sim",2  Online,12,49
Return to Mysterious Island,PC,2-Nov-04,79,7.8,KheopsStudio,"Adventure,First-Person,Point-and-Click,Modern,Modern",No Online Multiplayer,19,28
