name,platform,r-date,score,user score,developer,genre,players,critics,users
Windscape,Switch,27-Mar-19,66,tbd,MagicSandbox,"Action Adventure,Open-World",No Online Multiplayer,13,0
Impact Winter,PlayStation4,5-Apr-18,66,tbd,MojoBones,"Adventure,General",No Online Multiplayer,12,0
Earthlock: Festival of Magic,XboxOne,1-Sep-16,66,7.2,SnowCastleGames,"Role-Playing,General",No info,7,46
Foul Play,PlayStation4,23-Feb-16,66,4.6,Mediatonic,"Action,Beat-'Em-Up,2D",No info,7,12
The Sims 4: Outdoor Retreat,PC,13-Jan-15,66,5.9,Maxis,"Simulation,Virtual,Virtual Life",No info,7,59
Sparkle 2,PlayStation4,20-May-14,66,6,"10tonsLtd,10tons","Action,Puzzle,General,Matching",No info,7,33
True Swing Golf,DS,23-Jan-06,66,7.7,T&ESoft,"Sports,Traditional,Individual,Golf,Arcade,Arcade,Sim",4-Jan,32,11
Transformers: Decepticons,DS,19-Jun-07,66,8.3,VicariousVisions,"Action Adventure,Sci-Fi,Sci-Fi,General",4-Jan,26,20
Geist,GameCube,15-Aug-05,66,8.2,n-Space,"Action,Shooter,First-Person,Sci-Fi",4-Jan,43,31
The Sims 4,XboxOne,17-Nov-17,66,3.6,Maxis,"Simulation,Virtual,Virtual Life",No Online Multiplayer,19,62
Rubik's World,DS,28-Oct-08,66,tbd,TwoTribes,"Miscellaneous,Puzzle,Puzzle,General,General",2-Jan,8,0
Tales of the World: Radiant Mythology,PSP,17-Jul-07,66,7.7,AlfaSystem,"Role-Playing,Console-style RPG,Action RPG,Console-style RPG,Japanese-Style",1 Player,27,27
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,9-Mar-06,66,5.6,UbisoftShanghai,"Action,Shooter,First-Person,Tactical,Modern",16  Online,14,29
DreamWorks Madagascar,DS,23-May-05,66,6.8,VicariousVisions,"Action,Platformer,Platformer,2D,3D",1 Player,7,4
Redeemer: Enhanced Edition,XboxOne,19-Jul-19,66,7.9,Sobaka,"Action Adventure,Linear",No Online Multiplayer,10,7
Red Faction: Guerrilla - Demons of the Badlands,Xbox360,13-Aug-09,66,5.6,VolitionInc.,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,8,9
Devil May Cry 3: Special Edition,PC,16-Oct-06,66,8.6,Sourcenext,"Action,Action Adventure,Fantasy,Beat-'Em-Up,Fantasy,Linear",No Online Multiplayer,8,316
Scooby-Doo! Night of 100 Frights,Xbox,27-Aug-03,66,7.3,THQ,"Action Adventure,Fantasy",1 Player,16,8
Blood Omen 2,PC,25-Mar-02,66,8.3,NixxesSoftware,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,8,53
F1 Championship Season 2000,PlayStation,30-Sep-00,66,tbd,VisualSciences,"Driving,Racing,Formula One",No info,8,0
City Life 2008 Edition,PC,29-Jul-08,66,7.6,ParadoxInteractive,"Strategy,City Building,Management,Modern,Modern,Government",1 Player,14,10
EQQO,Switch,7-Feb-20,66,6.2,ParallelStudio,"General,Puzzle",No Online Multiplayer,11,9
Dragon Ball Z: Supersonic Warriors 2,DS,20-Nov-05,66,7.5,ArcSystemWorks,"Action,Fighting,Fighting,2D,2D",2-Jan,13,36
Nights of Azure 2: Bride of the New Moon,PlayStation4,24-Oct-17,66,6.9,Gust,"Action,General,Role-Playing,Action RPG",No Online Multiplayer,32,35
Quantum Break,PC,5-Apr-16,66,5.6,RemedyEntertainment,"Action,General",No Online Multiplayer,14,889
Nine Parchments,Switch,5-Dec-17,66,7.1,"Frozenbyte,Inc.","Role-Playing,Action RPG",Up to 4 ,14,48
Time Crisis: Crisis Zone,PlayStation2,19-Oct-04,66,tbd,Namco,"Action,Shooter,Light Gun",1 Player,38,0
Pitfall: The Lost Expedition,PC,15-Oct-04,66,7.7,Beenox,"Action,Platformer,Platformer,3D,3D",1 Player,9,18
MediEvil: Resurrection,PSP,13-Sep-05,66,8.4,SCEE,"Action Adventure,Fantasy,General,Fantasy",2-Jan,43,85
LEGO Worlds,PlayStation4,7-Mar-17,66,6.4,TTGames,"Action Adventure,Sandbox",2,34,61
BlazeRush,PC,28-Oct-14,66,8.3,TargemGames,"Driving,Racing,Arcade,Automobile",No info,8,25
Kirby Fighters Deluxe,3DS,29-Aug-14,66,6.8,HALLabs,"Action,Fighting,2D",No info,10,12
Black The Fall,PlayStation4,11-Jul-17,66,6.7,SandSailorStudio,"Action,General",No Online Multiplayer,16,37
Saints Row: Gat Out of Hell,PC,20-Jan-15,66,6.2,VolitionInc.,"Action Adventure,General,Modern,Open-World",No info,24,153
Nibiru: Age of Secrets,PC,31-Aug-05,66,5.8,FutureGames,"Adventure,General,General",1 Player,12,25
Black Rock Shooter: The Game,PSP,23-Apr-13,66,7.2,"ImageEpoch,Imageepoch","Action,General,General",1 Player,19,42
Tecmo Bowl: Kickoff,DS,18-Nov-08,66,7.3,PolygonMagic,"Sports,Traditional,Team,Football,Arcade,Arcade",1 Player,21,8
The Sinking City,XboxOne,25-Jun-19,66,6.4,Frogwares,"Action Adventure,Survival",No Online Multiplayer,25,58
Fallen Legion+,PC,5-Jan-18,66,tbd,YummyYummyTummy,"Role-Playing,Action RPG",No info,11,0
Oceanhorn: Monster of Uncharted Seas,Switch,22-Jun-17,66,7.4,Cornfox&Bros.,"Action Adventure,Open-World",No Online Multiplayer,16,46
Animal Crossing: Happy Home Designer,3DS,25-Sep-15,66,6.9,Nintendo,"Simulation,Virtual,Career",No Online Multiplayer,60,129
Back to the Future: The Game,Wii,25-Oct-11,66,4.1,IronGalaxyStudios,"Miscellaneous,Action Adventure,Adventure,Sci-Fi,Compilation,3D,Compilation,Third-Person",No Online Multiplayer,7,9
Zombie Apocalypse,Xbox360,23-Sep-09,66,7.7,Nihilistic,"Action,Shooter,Shooter,Static,Static,Shoot-'Em-Up,Top-Down",4  Online,28,29
Cloudy With a Chance of Meatballs,PlayStation3,18-Sep-09,66,5.7,UbisoftShanghai,"Action Adventure,Adventure,Modern,General,General,Modern",No info,9,6
Glory of the Roman Empire,PC,3-Jul-06,66,7.5,"Haemimont,HaemimontGames","Strategy,City Building,Management,Historic,Historic,Government",1 Player,34,8
The Lord of the Rings: War in the North,PC,1-Nov-11,66,7.2,SnowblindStudios,"Role-Playing,Action RPG,Action RPG",3  Online,21,341
Shadowrun,Xbox360,29-May-07,66,7.5,FASAStudio,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",16  Online,57,158
Driveclub VR,PlayStation4,21-Sep-16,66,6.7,EvolutionStudios,"Racing,Simulation,Automobile",Up to 8 ,35,133
Crash Tag Team Racing,GameCube,19-Oct-05,66,7.3,RadicalEntertainment,"Driving,Car Combat",2-Jan,14,27
NASCAR Heat 2,PlayStation4,12-Sep-17,66,5.7,"MonsterGamesInc.,704Games","Racing,Simulation,Automobile",Up to 40 ,12,25
Ty the Tasmanian Tiger 3: Night of the Quinkan,Xbox,11-Oct-05,66,tbd,KromeStudios,"Action Adventure,Fantasy",2-Jan,13,0
Final Fantasy XI,Xbox360,18-Apr-06,66,6.5,SquareEnix,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",Massively Multiplayer,25,36
Scarygirl,PlayStation3,24-Jan-12,66,6,TikGames,"Action,Platformer,Platformer,2D,2D",No info,7,5
Pac-Man World 2,Xbox,15-Oct-02,66,tbd,Namco,"Action,Platformer,3D",1 Player,7,0
WTA Tour Tennis,GameBoyAdvance,31-May-02,66,tbd,NowProduction,"Sports,Traditional,Tennis",2-Jan,9,0
All-Star Baseball 2002,GameCube,17-Nov-01,66,6.3,Acclaim,"Sports,Traditional,Baseball,Sim",No info,17,8
Far Gate,PC,10-Sep-01,66,tbd,SuperXStudios,"Strategy,Real-Time,General,General",4-Jan,9,0
Majestic,PC,31-Jul-01,66,7.3,Anim-X,"Adventure,General,General",No info,8,4
Alone in the Dark: The New Nightmare,PC,25-Jun-01,66,7.7,SpiralHouse,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,16,43
SnoCross Championship Racing,PlayStation,22-Aug-00,66,tbd,UDS,"Driving,Racing,Snow / Water",No info,8,0
Fitness Boxing,Switch,4-Jan-19,66,6.7,"ImagineerCo.,Ltd.","Miscellaneous,Exercise / Fitness",No Online Multiplayer,14,45
We Ski & Snowboard,Wii,3-Mar-09,66,8.5,BandaiNamcoGames,"Sports,Alternative,Individual,Skiing,Skiing,Ski / Snowboard",No info,27,8
This is the Police 2,PC,31-Jul-18,66,6.5,WeappyStudio,"Simulation,Virtual,Career",No Online Multiplayer,34,72
Ice Age 2: The Meltdown,Wii,6-Dec-06,66,8,"VivendiGames,Eurocom","Action,Platformer,Platformer,3D,3D",No Online Multiplayer,9,7
Looney Tunes: Duck Amuck,DS,9-Oct-07,66,tbd,WayForward,"Action,Miscellaneous,General,General,Party / Minigame",2  Online,16,0
The Incredible Adventures of Van Helsing: Extended Edition,PlayStation4,28-Feb-17,66,6.3,NeocoreGames,"Role-Playing,Action RPG",Up to 4 ,9,15
AiRace Xeno,3DS,12-Jun-14,66,6.9,QubicGames,"Driving,Racing,Arcade,Futuristic",No info,8,7
Oozi: Earth Adventure,PC,16-Sep-12,66,6.9,"AwesomeGamesStudio,AwesomeGamesStudio","Action,Miscellaneous,Platformer,Compilation,2D",No Online Multiplayer,10,14
Adventures of Mana,PlayStationVita,28-Jun-16,66,8.4,"SquareEnix,MCF","Role-Playing,Action RPG",No Online Multiplayer,18,22
Neverwinter,XboxOne,31-Mar-15,66,5,CrypticStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",Up to 5 ,14,161
Secret Files: Tunguska,PC,30-Oct-06,66,7.2,FusionsphereSystems,"Adventure,General,General",No Online Multiplayer,26,48
Peaky Blinders: Mastermind,Switch,20-Aug-20,66,tbd,FuturLab,"Adventure,General",No Online Multiplayer,8,0
Castaway Paradise,PlayStation4,31-Jul-18,66,tbd,StolenCouchGames,"Simulation,Virtual,Virtual Life",No Online Multiplayer,8,0
Her Majesty's SPIFFING,XboxOne,7-Dec-16,66,6.8,BillyGoatEntertainmentLtd,"Adventure,General",No info,8,5
Enigmatis: The Ghosts of Maple Creek,XboxOne,8-Apr-16,66,7.4,ArtifexMundi,"Puzzle,Hidden Object,General",No info,8,7
King Oddball,PlayStationVita,4-Feb-14,66,5.9,"10tonsLtd,10tons","Miscellaneous,Puzzle,Action",No info,8,10
Prey the Stars,DS,13-Oct-08,66,tbd,KoeiCanada,"Action,General,General",No info,12,0
Evil Dead: Regeneration,Xbox,13-Sep-05,66,7.2,CrankyPantsGames,"Action Adventure,Horror",1 Player,34,5
Aeon Flux,PlayStation2,15-Nov-05,66,6.2,TerminalReality,"Action Adventure,Sci-Fi",1 Player,19,10
Cobalt,XboxOne,2-Feb-16,66,7.3,Oxeye,"Action,Platformer,Platformer,2D,2D",No info,13,19
Marlow Briggs and the Mask of Death,Xbox360,20-Sep-13,66,5.7,ZootFly,"Action,Action Adventure,General,General,Linear",No info,14,28
Crysis Remastered,Switch,23-Jul-20,66,8.1,SaberInteractive,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,29,67
F.E.A.R. Files,Xbox360,6-Nov-07,66,7.4,"TimeGateStudios,Day1Studios","Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",Up to 16 ,43,20
Theatre of War,PC,19-Apr-07,66,6.2,"Battlefront.com,1C,1CEntertainment","Strategy,Real-Time,Historic,General,Historic,Tactics",8  Online,13,21
WRC: FIA World Rally Championship,Xbox360,20-Oct-10,66,5.8,MilestoneS.r.l,"Driving,Racing,Rally / Offroad",No info,24,5
Mole Control,PC,20-Jan-10,66,tbd,Remode,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No info,8,0
Rumble Roses,PlayStation2,9-Nov-04,66,8.5,Yuke's,"Action,Fighting,Wrestling",2-Jan,44,26
I Am Alive,PC,6-Sep-12,66,6,UbisoftShanghai,"Action Adventure,Horror,Horror,Survival",No info,10,306
Vempire,PSP,22-Oct-09,66,tbd,impressionware,"Miscellaneous,Puzzle,Puzzle,Puzzle,Logic,Logic",No info,9,0
Toki,Switch,4-Dec-18,66,7.1,Microids,"Action,Platformer,2D",No Online Multiplayer,20,15
Desperados 2: Cooper's Revenge,PC,5-May-06,66,6.6,Spellbound,"Strategy,Real-Time,Historic,General,Historic",No Online Multiplayer,13,34
Super Stardust Ultra VR,PlayStation4,10-Oct-16,66,6.6,SonyInteractiveEntertainment,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,13,18
The Incredible Adventures of Van Helsing II,XboxOne,1-Jul-16,66,6.8,NeocoreGames,"Role-Playing,Action RPG",No info,9,4
LEGO Star Wars III: The Clone Wars,DS,22-Mar-11,66,6.8,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,8,4
Nerf N-Strike,Wii,28-Oct-08,66,4.4,"EARedwoodShores,EASaltLake","Action,Shooter,Shooter,Light Gun,Light Gun",No info,13,7
Wolf of the Battlefield: Commando 3,PlayStation3,5-Jun-08,66,7,BackboneEmeryville,"Action,General,General",3  Online,21,8
Mobile Suit Gundam: Encounters in Space,PlayStation2,5-Dec-03,66,8.6,Bandai,"Simulation,Sci-Fi,Mech",2-Jan,10,40
Aliens Versus Predator: Extinction,PlayStation2,30-Jul-03,66,8.4,ZonoInc.,"Strategy,Real-Time,Sci-Fi",1 Player,17,32
Return to Castle Wolfenstein: Operation Resurrection,PlayStation2,30-May-03,66,7.9,Raster,"Action,Shooter,First-Person,Historic",1 Player,21,27
Superman: Shadow of Apokolips,GameCube,25-Mar-03,66,7.1,Atari,"Action,Platformer,3D",1 Player,7,9
Jet X2O,PlayStation2,28-Oct-02,66,tbd,KillerGame,"Driving,Racing,Snow / Water",2-Jan,26,0
Moto Racer 3,PC,31-Jan-02,66,7.5,DelphineSoftwareInternational,"Driving,Racing,Arcade,Motorcycle,Other,Motocross,Motocross",8-Jan,10,11
Unsolved Crimes,DS,30-Sep-08,66,tbd,NowProduction,"Action Adventure,Modern,General,Modern",1 Player,20,0
One Piece: Burning Blood,PlayStation4,31-May-16,66,7.2,SpikeChunsoft,"Action,Fighting,3D",Up to 4 ,45,89
The Last Remnant,Xbox360,20-Nov-08,66,6.8,SquareEnix,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",No Online Multiplayer,49,130
Samurai Champloo: Sidetracked,PlayStation2,11-Apr-06,66,7.1,GrasshopperManufacture,"Action,Beat-'Em-Up",2-Jan,26,7
Lost Planet: Extreme Condition,PC,26-Jun-07,66,7.2,Capcom,"Action,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,23,354
Blue Reflection,PlayStation4,26-Sep-17,66,7.2,Gust,"Role-Playing,Japanese-Style",No Online Multiplayer,35,41
Kinect Sports: Season Two,Xbox360,25-Oct-11,66,6.8,"RareLtd.,BigPark","Sports,General,General",No info,46,44
Wheelman,PlayStation3,24-Mar-09,66,7.2,Tigon,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",No Online Multiplayer,37,77
Darius Cozmic Collection: Console,Switch,16-Jun-20,66,tbd,ININGames,"Miscellaneous,Compilation",No Online Multiplayer,13,0
Fantastic Pets,Xbox360,12-Apr-11,66,7.5,BlitzGamesStudios,"Action,Simulation,General,General,Virtual,Pet",No info,11,4
Sunset,PC,21-May-15,66,2.8,TaleofTales,"Modern,Adventure,3D,First-Person",No info,34,64
The Walking Dead: Michonne - Episode 2: Give No Shelter,PC,29-Mar-16,66,6.3,TelltaleGames,"Adventure,3D,Third-Person",No info,24,68
H1Z1: Battle Royale,PlayStation4,7-Aug-18,66,4,"SonyOnlineEntertainment,DaybreakGames","Action,Action Adventure,Shooter,Survival,First-Person,Third-Person,Tactical,Arcade",Up to more than 64 ,10,68
NASCAR Heat Evolution,PlayStation4,13-Sep-16,66,4.4,"MonsterGamesInc.,DusenberryMartinRacing","Racing,Simulation,Automobile",No info,8,26
Apache: Air Assault,PlayStation3,16-Nov-10,66,5.8,GaijinEntertainment,"Simulation,Flight,Helicopter,Helicopter,Combat",Up to 4 ,17,12
Cold Fear,PC,17-May-05,66,7.6,Darkworks,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,13,81
Ghostbusters: The Video Game Remastered,PlayStation4,4-Oct-19,66,6.8,SaberInteractive,"Action,General",No Online Multiplayer,25,53
Atari Anthology,PlayStation2,22-Nov-04,66,6.2,DigitalEclipse,"Miscellaneous,Compilation",4-Jan,12,9
WRC 6: World Rally Championship,PC,7-Oct-16,66,5.4,Kylotonn,"Racing,Simulation,Automobile",Online Multiplayer,9,30
Backbreaker: Vengeance,Xbox360,29-Jun-11,66,5,NaturalMotion,"Sports,Traditional,Team,Football,Arcade,Arcade",No info,19,9
Just Dance 4,WiiU,18-Nov-12,66,7.9,UbisoftParis,"Action,Miscellaneous,Rhythm,Dancing,Dancing",No info,14,40
Operation Abyss: New Tokyo Legacy,PlayStationVita,9-Jun-15,66,7.2,ExperienceInc.,"Role-Playing,First-Person,Roguelike,Western-Style",No Online Multiplayer,25,24
Knee Deep,XboxOne,3-Feb-17,66,tbd,WalesInteractiveLtd.,"Adventure,Point-and-Click",No info,13,0
WRC 6: World Rally Championship,PlayStation4,7-Oct-16,66,5.9,Kylotonn,"Racing,Simulation,Automobile",Up to 8 ,24,30
S.L.A.I.: Steel Lancer Arena International,PlayStation2,21-Sep-05,66,8.2,Genki,"Simulation,Sci-Fi,Mech",4  Online,16,13
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GameBoyAdvance,15-Feb-05,66,8.7,Konami,"Miscellaneous,Card Battle",1 Player,10,26
PoPoLoCrois,PSP,29-Nov-05,66,7.5,G-Artists,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",1 Player,41,18
NeoGeo Battle Coliseum,PlayStation2,17-Dec-07,66,7.9,SNKPlaymore,"Action,Fighting,2D",2-Jan,21,8
The Bureau: XCOM Declassified,PC,19-Aug-13,66,6.5,2KMarin,"Action,Shooter,Shooter,First-Person,Third-Person,Sci-Fi,Sci-Fi,Tactical,Arcade",No Online Multiplayer,45,676
The Crew 2,PC,28-Jun-18,66,4.5,UbisoftIvoryTower,"Racing,Simulation,Automobile",Up to 8 ,21,215
The Bigs,Wii,25-Jun-07,66,7.1,BlueCastleGames,"Sports,Traditional,Team,Baseball,Arcade,Arcade",4  Online,15,14
Batman: The Telltale Series - Episode 2: Children of Arkham,PlayStation4,20-Sep-16,66,6.8,TelltaleGames,"Adventure,Point-and-Click",No info,13,36
Crash Twinsanity,Xbox,28-Sep-04,66,8.3,Traveller'sTales,"Action,Platformer,3D",1 Player,30,58
Ever Forward,PC,13-Aug-20,66,7.3,PatheaGames,"Action Adventure,General",No Online Multiplayer,9,7
Damsel,XboxOne,7-Aug-19,66,4.4,ScrewtapeStudios,"Action,Platformer,2D",No Online Multiplayer,9,5
Golem Gates,Switch,31-May-19,66,tbd,"LaserGuidedGames,LLC","Role-Playing,Action RPG",Up to 4 ,8,0
The Shapeshifting Detective,PlayStation4,6-Nov-18,66,tbd,D'AvekkiStudiosLimited,"Adventure,General",No Online Multiplayer,8,0
Silence: The Whispered World 2,XboxOne,15-Nov-16,66,7.4,DaedalicEntertainment,"Adventure,General",No info,8,32
Fairy Fencer F,PC,4-Aug-15,66,7.9,IdeaFactory,"Role-Playing,Japanese-Style",No Online Multiplayer,9,45
Pac-Man Museum,PlayStation3,25-Feb-14,66,5.7,NamcoBandaiGames,"Action,Miscellaneous,General,Compilation,Compilation",No info,7,10
Dragon Ball Z: Battle of Z,PlayStationVita,28-Jan-14,66,7.3,Artdink,"Action,Fighting,Fighting,3D,3D",No info,7,61
KickBeat: Steam Edition,PC,20-Jan-14,66,7.4,ZenStudios,"Action,Miscellaneous,Rhythm,Music",No info,7,14
Major League Baseball 2K6,GameCube,12-Jun-06,66,tbd,KushGames,"Sports,Traditional,Baseball,Sim",2-Jan,8,0
Battletoads,PC,20-Aug-20,66,5.1,"RareLtd.,DlalaStudios","Action,General",Up to 3 ,22,162
Unmechanical: Extended Edition,XboxOne,30-Jan-15,66,7.1,GripGames,"Action,Puzzle,General,Platformer,2D",No info,14,10
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,26-Dec-09,66,8.8,SquareEnix,"Role-Playing,Action RPG,Action RPG",No info,53,182
Frogger Helmet Chaos,PSP,29-Sep-05,66,7,KonamiComputerEntertainmentHawaii,"Action,Platformer,Platformer,3D,3D",4-Jan,18,7
Foregone,Switch,13-Oct-20,66,6.5,BigBlueBubbleInc.,"Action,Platformer,2D",No Online Multiplayer,9,4
Doki-Doki Universe,PlayStationVita,10-Dec-13,66,5.2,SCEA,"General,Miscellaneous,General",No info,7,18
Classic NES Series: Dr. Mario,GameBoyAdvance,25-Oct-04,66,8.2,Nintendo,"Miscellaneous,Puzzle,Matching",2-Jan,10,12
Super Trucks Racing,PlayStation2,29-Oct-03,66,tbd,JesterInteractive,"Driving,Racing,Arcade",2-Jan,8,0
Freaky Flyers,PlayStation2,5-Aug-03,66,7.6,MidwayStudios-SanDiego,"Driving,Racing,Kart",2-Jan,20,5
Auto Modellista,PlayStation2,25-Mar-03,66,7.4,Capcom,"Driving,Racing,GT / Street",8-Jan,20,19
UFC: Tapout 2,Xbox,20-Mar-03,66,7.3,DreamFactory,"Action,Fighting,3D",2-Jan,14,4
Disaster Report,PlayStation2,15-Feb-03,66,8.3,Irem,"Action Adventure,Modern",1 Player,28,9
Defender,GameCube,3-Nov-02,66,7.2,InevitableEntertainment,"Action,Shooter,Third-Person,Sci-Fi",2-Jan,14,5
RPG Maker,PlayStation,19-Sep-00,66,7.7,KuusouKagaku,"Role-Playing,Console-style RPG",1 Player,11,12
Manual Samuel,XboxOne,14-Oct-16,66,6.3,PerfectlyParanormal,"Role-Playing,General",No info,9,12
Rise of Venice,PC,27-Sep-13,66,6.8,Kalypso,"Strategy,General,General",No info,17,82
Colour Bind,PC,24-Sep-12,66,6.7,PuppyPunchProductions,"Miscellaneous,Puzzle,General,Puzzle,General",No Online Multiplayer,9,6
Jam Sessions 2,DS,20-Oct-09,66,tbd,Plato,"Miscellaneous,Rhythm,Music,Music",No info,7,0
Ultra Street Fighter II: The Final Challengers,Switch,26-May-17,66,6.7,Capcom,"Action,Fighting,2D",2,65,176
Ragnarok Odyssey,PlayStationVita,30-Oct-12,66,7.8,GameArts,"Role-Playing,Action RPG,Action RPG",No info,21,111
Neopets Petpet Adventures: The Wand of Wishing,PSP,14-Mar-06,66,7.7,SCEA,"Adventure,3D,Fantasy,Third-Person,Fantasy",24  Online,21,6
Rad Rodgers,PlayStation4,21-Feb-18,66,5.4,THQNordic,"Action,Platformer,2D",No Online Multiplayer,15,13
RIDE,PlayStation4,6-Oct-15,66,6.8,MilestoneS.r.l,"Racing,Simulation,General,Automobile",Up to 12 ,30,53
NFL Head Coach,PlayStation2,20-Jun-06,66,6.9,EATiburon,"Sports,Traditional,Football,Management",2  Online,22,15
Hidden Agenda,PlayStation4,24-Oct-17,66,6.6,SupermassiveGames,"Miscellaneous,Party / Minigame",No Online Multiplayer,45,130
Dragon Age II: Legacy,PC,26-Jul-11,66,4.3,BioWare,"Role-Playing,PC-style RPG,Action RPG",No info,11,153
Tak: The Great Juju Challenge,DS,19-Sep-05,66,tbd,Altron,"Action,Platformer,Platformer,3D,3D",2-Jan,13,0
Trivial Pursuit,PlayStation3,10-Mar-09,66,7.1,EABrightLight,"Miscellaneous,Board Games,Board Games,Board / Card Game",No Online Multiplayer,13,7
Armored Core: Formula Front - Extreme Battle,PSP,15-Dec-05,66,5.5,FromSoftware,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",No Online Multiplayer,28,4
Monsters vs. Aliens,PlayStation3,24-Mar-09,66,4.5,Beenox,"Action Adventure,Sci-Fi,Sci-Fi,General",No info,18,4
Atelier Meruru: The Apprentice of Arland,PlayStation3,29-May-12,66,8.1,Gust,"Role-Playing,General,General,Japanese-Style",No Online Multiplayer,17,86
MechAssault: Phantom War,DS,12-Sep-06,66,4.5,BackboneEntertainment,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",4-Jan,16,4
Gretzky NHL 2005,PlayStation2,9-Nov-04,66,8.7,Page44Studios,"Sports,Traditional,Ice Hockey,Sim",4  Online,24,15
Arthur and the Invisibles,PlayStation2,9-Jan-07,66,6.3,EtrangesLibellules,"Action Adventure,Fantasy",1 Player,22,6
Fairy Tail,PC,15-Jul-20,66,5.1,Gust,"Role-Playing,General",No Online Multiplayer,8,23
Night Call,Switch,24-Jun-20,66,tbd,BlackMuffinStudio,"Adventure,General",No Online Multiplayer,7,0
American Fugitive,PC,21-May-19,66,6.6,FallenTreeGames,"Action Adventure,Sandbox,Open-World",No Online Multiplayer,8,19
Vaporum,XboxOne,10-Apr-19,66,7.3,MergeGames,"Role-Playing,Action RPG",No Online Multiplayer,8,6
Call of Cthulhu,XboxOne,30-Oct-18,66,6,"Cyanide,CyanideStudios","Role-Playing,General",No Online Multiplayer,12,50
Through the Woods,XboxOne,2-May-18,66,7,Antagonist,"Action Adventure,Survival",No Online Multiplayer,7,4
Titan Quest,XboxOne,20-Mar-18,66,7.2,THQNordic,"Role-Playing,Action RPG",Up to 6 ,9,16
Infinite Minigolf,Switch,3-Aug-17,66,5.9,ZenStudios,"Sports,Individual,Golf,Arcade",No info,7,22
MonsterBag,PlayStationVita,7-Apr-15,66,7.2,IguanaBee,"Puzzle,Action,General",No info,10,40
The Last Tinker: City of Colors,PlayStation4,19-Aug-14,66,6.1,LOOTEntertainment,"Action,Platformer,3D",No info,19,54
Strike Suit Infinity,PC,30-Apr-13,66,7,BornReadyGames,"Action,General,General",No info,11,32
Puzzle Agent,PlayStation3,19-Apr-11,66,5,TelltaleGames,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",No info,7,7
Michael Jackson The Experience,PlayStation3,12-Apr-11,66,8,UbisoftMontreal,"Action,Miscellaneous,Rhythm,General,Dancing,Dancing",4-Jan,11,23
DJ Star,DS,10-Nov-09,66,tbd,GameLife,"Miscellaneous,Rhythm,Music,Music",No info,7,0
Octomania,Wii,31-Mar-08,66,tbd,CompileHeart,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General",2  Online,9,0
The House of the Dead 2 & 3 Return,Wii,11-Mar-08,66,7.6,Sega,"Action,Miscellaneous,Shooter,Compilation,Light Gun",2-Jan,36,43
The Sims 2: Castaway,DS,22-Oct-07,66,4.1,FullFat,"Simulation,Miscellaneous,General,Virtual,Virtual Life",1 Player,8,9
Wanted: A Wild Western Adventure,PC,3-Oct-04,66,6.9,"Revistonic,Revistronic","Action Adventure,Adventure,Historic,Historic,Point-and-Click",1 Player,18,15
SSX Tricky,GameBoyAdvance,31-Oct-02,66,tbd,VisualImpact,"Sports,Alternative,Snowboarding",1 Player,9,0
Crash Bandicoot: The Wrath of Cortex,PlayStation2,29-Oct-01,66,7.2,Traveller'sTales,"Action,Platformer,3D",1 Player,22,271
The Bouncer,PlayStation2,5-Mar-01,66,7.8,DreamFactory,"Action,Beat-'Em-Up",4-Jan,20,45
NASCAR 2001,PlayStation2,6-Nov-00,66,6.5,EASports,"Driving,Racing,Stock Car",2-Jan,16,10
Universe at War: Earth Assault,Xbox360,25-Mar-08,66,8.8,Petroglyph,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",Up to 4 ,44,55
Fuel,Xbox360,2-Jun-09,66,6.9,AsoboStudio,"Driving,Racing,General,General",No info,45,48
Kingdom Hearts III - Re Mind,PlayStation4,23-Jan-20,66,6.1,SquareEnix,"Role-Playing,Action RPG",No Online Multiplayer,34,191
